"","Description","NES","p.adjust","core_enrichment"
"hsa03040","Spliceosome",2.06821306375355,0.0067168266835328,"3310/10189/51690/6626/11338/9775/9416/10992/23020/25804/83443/9092/6100/56949/8683/10291/6633/9343/9410/151903/27316/56259/10929/51362"
"R-HSA-9645723","Diseases of programmed cell death",4.47302231027157,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/3725/8335/6648/8358/8352/8356/8354/8342/7157/995/8368/8345/8359/8344/8341/8361/8353/3018/8343/4001/8350/2146/3017/351/1687/8366/4000/3012/3014/1786/8360"
"R-HSA-69306","DNA Replication",4.28292604694959,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/55388/8335/8358/8352/8356/8354/8342/8368/8345/11065/8359/81620/5424/4998/8344/8341/3978/8361/890/27338/8353/3018/8343/8350/5425/4172/10926/51659/3017/4174/8366/3012/5696/3014/990/8360/5984"
"R-HSA-2559582","Senescence-Associated Secretory Phenotype (SASP)",4.2793440025126,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/3725/8335/8358/8352/8356/8354/8342/8368/8345/11065/1026/1031/8359/8344/8341/8361/890/27338/8353/3018/8343/8350/1019/3017/8366/3012/3014/8360/5970/5598/1021/8347/6774"
"R-HSA-3214847","HATs acetylate histones",4.26115123597192,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8969/8335/8358/8352/8332/8336/8356/8354/8342/8368/8345/85235/8359/8344/8341/8361/8353/3018/8343/8350/317772/3017/8366/3012/60/55257/8360/86/10856/8347"
"R-HSA-69002","DNA Replication Pre-Initiation",4.20749947714152,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/55388/8335/8358/8352/8356/8354/8342/8368/8345/11065/8359/81620/4998/8344/8341/8361/27338/8353/3018/8343/8350/4172/10926/3017/4174/8366/3012/5696/3014/990/8360/4176/8347/4175"
"R-HSA-5334118","DNA methylation",4.19737081685771,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/29128/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/3014/1786/8360"
"R-HSA-9616222","Transcriptional regulation of granulopoiesis",4.17883662682485,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/4609/8356/8354/8342/8368/8345/1026/8359/5914/8344/8341/8361/8353/3018/8343/8350/1019/3017/8366/1869/3012/3014/8360"
"R-HSA-212300","PRC2 methylates histones and DNA",4.12463366828879,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/2146/3017/26147/8366/3012/3014/1786/8360"
"R-HSA-9710421","Defective pyroptosis",4.12449204089931,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/2146/3017/1687/8366/3012/3014/1786/8360"
"R-HSA-68867","Assembly of the pre-replicative complex",4.11982715865517,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/11065/8359/81620/4998/8344/8341/8361/27338/8353/3018/8343/8350/4172/3017/4174/8366/3012/5696/3014/990/8360/4176/8347/4175"
"R-HSA-69481","G2/M Checkpoints",4.0853836310199,4.74285714285714e-10,"8970/8348/8346/55388/7465/8342/7157/995/8368/8345/9133/891/983/8359/51512/4998/8344/8341/8361/3018/8343/4172/10926/3017/4174/641/8366/5696/3014/990/8360/5984/7468/4176/8347/4175"
"R-HSA-5625886","Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3",4.08039598029194,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/5585/3014/8360"
"R-HSA-2299718","Condensation of Prophase Chromosomes",4.07573849969945,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/5347/891/983/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/3014/8360"
"R-HSA-69620","Cell Cycle Checkpoints",4.07392957755869,4.74285714285714e-10,"8970/8348/9212/8346/332/55388/7465/220134/8342/7157/995/8368/8345/11065/1026/9133/5347/891/983/699/1063/8359/147841/11004/51512/4998/8344/81930/83540/55143/8341/79019/991/79682/8361/890/11130/27338/3018/8343/4172/10926/3017/4174/641/8366/5696/3014/990/8360/5984/9735/3619/7468/4176/4085/8347/4175"
"R-HSA-3214815","HDACs deacetylate histones",4.07327376789746,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8969/8335/8358/8352/8332/8336/8356/8354/8342/8368/8345/85235/8359/8344/8341/8361/8353/3018/8343/8350/317772/3017/8366/3012/54815/8360/25855"
"R-HSA-9610379","HCMV Late Events",4.05944203563289,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8969/8335/8358/8352/8332/8336/8356/8354/8342/8368/8345/85235/8359/8344/8341/8361/8353/3018/1052/8343/155382/8350/317772/3017/8366/3012"
"R-HSA-8939236","RUNX1 regulates transcription of genes involved in differentiation of HSCs",4.02913870741611,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/6929/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/5696/3014/8360"
"R-HSA-212165","Epigenetic regulation of gene expression",4.02811355311674,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/29128/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/2146/3017/26147/8366/3012/54815/60/3014/1786/8360"
"R-HSA-73728","RNA Polymerase I Promoter Opening",4.02271487219441,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/3014/8360"
"R-HSA-68616","Assembly of the ORC complex at the origin of replication",4.00895240107577,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/4998/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/3014/8360"
"R-HSA-912446","Meiotic recombination",4.00512288485462,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/29893/5888/1019/3017/641/8366/3012/3014/8360"
"R-HSA-427359","SIRT1 negatively regulates rRNA expression",4.00215082702545,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/3014/8360"
"R-HSA-427389","ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression",3.97733798268535,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/54815/3014/8360"
"R-HSA-5617472","Activation of anterior HOX genes in hindbrain development during early embryogenesis",3.9551320726855,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/3725/8335/8358/8352/8356/8354/8342/8368/8345/84962/8359/5914/8344/8341/8361/8353/3018/8343/8350/2146/3017/8366/3012/3014/8360"
"R-HSA-5619507","Activation of HOX genes during differentiation",3.9551320726855,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/3725/8335/8358/8352/8356/8354/8342/8368/8345/84962/8359/5914/8344/8341/8361/8353/3018/8343/8350/2146/3017/8366/3012/3014/8360"
"R-HSA-5693567","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)",3.95142216870467,4.74285714285714e-10,"8970/8348/8346/8342/8368/8345/8359/5424/8344/146956/8341/8361/890/3018/8343/10635/8914/5425/5888/3017/641/8366/3014/8360/5984/5429/7468/80198/8347"
"R-HSA-1912422","Pre-NOTCH Expression and Processing",3.94092443687731,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/3725/8335/8358/8352/8356/8354/8342/7157/8368/8345/3955/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/1869/23509/3012/4854/3014/8360"
"R-HSA-201722","Formation of the beta-catenin:TCF transactivating complex",3.93767763572936,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/4609/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/3014/8360"
"R-HSA-5250924","B-WICH complex positively regulates rRNA expression",3.92186008251517,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/60/3014/8360/8347/5437"
"R-HSA-2559586","DNA Damage/Telomere Stress Induced Senescence",3.91541086699365,4.74285714285714e-10,"8970/8348/8346/8331/3009/8335/3007/8342/7157/8368/3006/8345/1026/8359/3159/8344/8341/8361/890/3018/8343/4001/3017/8366/3008/3012/3014/8360"
"R-HSA-427413","NoRC negatively regulates rRNA expression",3.90965352426717,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/3014/1786/8360"
"R-HSA-1500620","Meiosis",3.86335887232542,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/4001/8350/29893/5888/1019/3017/641/8366/4000/3012/3014/8360"
"R-HSA-5693538","Homology Directed Repair",3.84986345058296,4.74285714285714e-10,"8970/8348/8346/8342/8368/8345/8359/10721/5424/8344/146956/8341/8361/890/3018/8343/10635/8914/5425/5888/3017/641/8366/3014/8360/5984/5429/7468/80198/8347"
"R-HSA-5578749","Transcriptional regulation by small RNAs",3.83935880195138,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/3014/8360/8347/5437"
"R-HSA-1474165","Reproduction",3.8333691692902,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/4001/8350/29893/5888/1019/3017/641/8366/4000/3012/3014/8360"
"R-HSA-73772","RNA Polymerase I Promoter Escape",3.83157623445002,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/3014/8360/8347/5437"
"R-HSA-606279","Deposition of new CENPA-containing nucleosomes at the centromere",3.82578045870867,4.74285714285714e-10,"8970/8348/8346/8331/8335/55355/8342/8368/8345/8359/8344/8341/79019/79682/8361/3018/11339/8343/3017/8366/3012/3014/8360"
"R-HSA-774815","Nucleosome assembly",3.82578045870867,4.74285714285714e-10,"8970/8348/8346/8331/8335/55355/8342/8368/8345/8359/8344/8341/79019/79682/8361/3018/11339/8343/3017/8366/3012/3014/8360"
"R-HSA-2559583","Cellular Senescence",3.82292428939864,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/3009/3725/8335/8358/8352/8356/3007/8354/8342/7157/8368/3006/8345/11065/1026/1031/8359/3159/8344/8341/8361/890/27338/8353/3018/8343/4001/8350/57332/2146/1019/3017/8366/3008/1869/3012/3014/1912/8360/5970/5598/1021/8347/6774"
"R-HSA-9609690","HCMV Early Events",3.78318223711423,4.74285714285714e-10,"8970/1956/8348/8968/8346/10383/8355/8331/8969/8335/8358/8352/8332/8336/8356/8354/8342/84617/84790/8368/8345/85235/8359/8344/8341/8361/8353/3018/8343/8350/317772/2146"
"R-HSA-73886","Chromosome Maintenance",3.77283922069989,4.74285714285714e-10,"8970/8348/8346/8331/8335/55355/8342/8368/8345/8359/5424/8344/8341/79019/3978/79682/8361/890/3018/11339/8343/5425/3017/641/8366/3012/63922/3014/8360/5984/10856/8347/5437"
"R-HSA-73864","RNA Polymerase I Transcription",3.77198744302282,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/54815/3014/8360/284119/8347/5437"
"R-HSA-1912408","Pre-NOTCH Transcription and Translation",3.76956518765626,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/3725/8335/8358/8352/8356/8354/8342/7157/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/1869/3012/4854/3014/8360"
"R-HSA-5250913","Positive epigenetic regulation of rRNA expression",3.75560618254767,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/54815/60/3014/8360"
"R-HSA-9609646","HCMV Infection",3.75233993018652,4.74285714285714e-10,"8970/1956/8348/8968/8346/10383/8355/8331/8969/8335/8358/8352/8332/8336/8356/8354/8342/84617/84790/8368/8345/85235/8359/8344/8341/8361/8353/3018/1052/8343/155382/8350/317772/2146"
"R-HSA-977225","Amyloid fiber formation",3.75143494308246,4.74285714285714e-10,"6288/8970/8348/4057/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/3339/8359/8344/8341/8361/8353/3018/8343/8350/3017/351/567/8366/3012/3014/8360"
"R-HSA-73854","RNA Polymerase I Promoter Clearance",3.74859318826291,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/54815/3014/8360"
"R-HSA-5250941","Negative epigenetic regulation of rRNA expression",3.74128488979555,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/3014/1786/8360"
"R-HSA-69473","G2/M DNA damage checkpoint",3.73709244257253,4.74285714285714e-10,"8970/8348/8346/7465/8342/7157/995/8368/8345/891/983/8359/8344/8341/8361/3018/8343/3017/641/8366/3014/8360/5984/7468/8347"
"R-HSA-68886","M Phase",3.73274146393093,4.74285714285714e-10,"8970/8348/9212/8968/8346/10383/8355/8331/9700/23397/332/8335/8358/8352/8356/220134/8354/8342/84617/84790/8368/64151/8345/11065/10112/9133/5347/891/983/699/9232/1063/8359/147841/11004/8344/81930/83540/55143/8341/79019/991/79682/8361/11130/113130/27338/8353/3018/10783/26271/8343/1104/4001/8350"
"R-HSA-6785807","Interleukin-4 and Interleukin-13 signaling",3.73188460772374,4.74285714285714e-10,"6288/3976/7422/4318/332/3383/10538/4609/3162/2162/7157/7431/1026/7291/4582/7076/3911/604/1052"
"R-HSA-3247509","Chromatin modifying enzymes",3.73138259771159,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8969/8335/8358/8352/8332/8336/8356/8354/8342/8368/8345/85235/8359/8344/8341/8361/8353/3018/8343/8350/317772/2146/1019/3017/8366/4791/3012/54815/60/3014/55257/8360/3276/5970/25855/6187/86/7468/10856"
"R-HSA-4839726","Chromatin organization",3.73138259771159,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8969/8335/8358/8352/8332/8336/8356/8354/8342/8368/8345/85235/8359/8344/8341/8361/8353/3018/8343/8350/317772/2146/1019/3017/8366/4791/3012/54815/60/3014/55257/8360/3276/5970/25855/6187/86/7468/10856"
"R-HSA-9018519","Estrogen-dependent gene expression",3.64214914928022,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/3725/8335/8358/8352/4609/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/3838/8366/3012/3014/8360/3276"
"R-HSA-2559580","Oxidative Stress Induced Senescence",3.64158263910859,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/3725/8335/8358/8352/8356/8354/8342/7157/8368/8345/1031/8359/8344/8341/8361/8353/3018/8343/8350/57332/2146/1019/3017/8366/1869/3012/3014/1912/8360"
"R-HSA-68875","Mitotic Prophase",3.63508689518454,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/9133/5347/891/983/8359/8344/8341/8361/8353/3018/10783/8343/4001/8350/3017/8366/4000/3012/3014/8360"
"R-HSA-5625740","RHO GTPases activate PKNs",3.61590486307181,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/995/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/4627/3012/5585/3014/8360"
"R-HSA-1474244","Extracellular matrix organization",3.60796408587794,4.74285714285714e-10,"4316/2201/1281/1277/3381/4327/4318/5054/4015/3371/6382/1282/8038/5118/3383/4060/871/1284/3678/56999/84034/4323/3339/2006/2202/11117/7837/1302/7076/977/5352/5339/79709/5034/3915/3912/87/4017/8728/3675/726/50509/1290/5351/3911/84695/1291/3679/10516/4239/3676/8425/351/4054/8985/5479/3913/1307/8754/1462/649/375790"
"R-HSA-5693532","DNA Double-Strand Break Repair",3.59426286264912,4.74285714285714e-10,"8970/8348/8346/8342/7157/8368/8345/8359/10721/5424/8344/146956/8341/8361/890/3018/8343/10635/8914/5425/5888/3017/3838/641/8366/3014/2139/8360/5984/5429/7468/80198"
"R-HSA-8936459","RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function",3.57083898409962,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/3014/8360/3276"
"R-HSA-3214858","RMTs methylate histone arginines",3.56986365331358,4.74285714285714e-10,"8968/8355/8331/8969/8335/8358/8352/8332/8336/8356/8354/8368/85235/8359/8361/8353/8350/317772/1019/8366/3012/3014/8360/3276/6187/86"
"R-HSA-157118","Signaling by NOTCH",3.51160397344694,4.74285714285714e-10,"8970/1956/8348/8968/8346/8355/8331/4192/3725/8335/8358/8352/4609/8356/8354/8342/2173/7157/8368/8345/9787/3955/10460/8359/182/8344/8341/3280/8361/8353/3018/8343/8350/3017/8366/1869/51564/23509/3012/4854/5696/3014/8360"
"R-HSA-157579","Telomere Maintenance",3.50186080075774,4.74285714285714e-10,"8970/8348/8346/8331/8335/8342/8368/8345/8359/5424/8344/8341/3978/8361/890/3018/8343/5425/3017/641/8366/3012/63922/3014/8360/5984/10856/8347/5437"
"R-HSA-211000","Gene Silencing by RNA",3.405511644468,4.74285714285714e-10,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/8366/3012/3014/8360"
"R-HSA-73894","DNA Repair",3.34967816525244,4.74285714285714e-10,"8970/8348/8346/8331/8335/8342/7157/8368/8345/8359/10721/5424/8344/146956/8341/3978/8361/890/3018/8343/10635/8914/10459/5425/5888/3017/3838/641/8366/3012/60/3014/8178/2139/80233/8360/5984/5429/86/7468/80198/8347/5437/5886/4968/5982/5531/7706/51548/201254/5439/3015/11284/56949/8334"
"R-HSA-8953854","Metabolism of RNA",3.28809421301945,4.74285714285714e-10,"10644/55226/3185/5725/55720/6201/705/54555/3315/28960/10189/51690/84705/5696/10212/219988/1981/6187/6142/57647/9136/6159/6175/6626/4234/5437/11338/9775/3028/79042/2091/85456/200916/6141/9589/4849/57418/55505/207/8570/6223/4904/55621/23293/79922/9416/23521/10992/28987/6132/23020/25804/79228/5439/83443/54883/9092/51593/115939/56949/23481/8683/10291/1478/79902/29894/2962/1994/5714/6396/6134/6209/84967/6633/6147/9343/9410/8602/115024/56902/23246/1453/6143/5441/6193/5709/27316/10248/56259/10421/5434/6158/88745/92856/80145/55039/5438/23283/5520/1977/51362/6166/10200"
"R-HSA-449147","Signaling by Interleukins",3.22567207967924,4.74285714285714e-10,"6288/3976/7422/6364/50615/8968/1846/4318/8355/332/3725/6382/23529/3383/302/6648/8358/8352/5778/10538/4609/3162/2162/8356/2920/8354/7157/7431/1026/9235/7291/1265/9180/4582/3556/7076/5034/1154/3911/604/8353/3185/1052/84166/121457/4001/7132/8350/3654"
"R-HSA-195258","RHO GTPase Effectors",2.86028509540549,4.74285714285714e-10,"8970/8348/9212/8968/81624/8346/10383/8355/8331/332/8335/8358/8352/8356/220134/8354/8342/128239/84617/995/84790/8368/8345/2316/5347/699/1063/8359/147841/11004/8344/81930/83540/55143/8341/79019/991/79682/8361/11130/8353/3018/10788/8343"
"R-HSA-112316","Neuronal System",-2.48584846855312,4.74285714285714e-10,"108/5577/320/5567/10645/2066/816/3786/94235/57669/783/818/9378/781/6511/27330/2770/8514/84254/83988/9456/107/111/90134/773/6812/1741/55799/9066/9254/2905/27020/2571/5864/6506/7277/131096/3763/114798/3765/777/6529/10242/2556/6539/2550/10382/6540/5579/10313/8224/2567/2562/2915/50944/2904/3787/27133/127833/2774/2902/6804/23416/814/143425/57497/58512/11141/80059/10369/8001/7881/4900/22839/4747/139065/5923/2903/2557/10815/3775/348980/116443/27012/774/51764/2555/2911/2558/3747/140679/6854/5582/22999/57030/3760/2572/6616/6857/815/10368"
"R-HSA-112315","Transmission across Chemical Synapses",-2.34481283224127,4.74285714285714e-10,"4128/805/2036/10681/26960/2743/81539/57576/23236/6844/4905/3766/3759/108/5577/320/5567/10645/2066/816/94235/783/818/781/6511/27330/2770/84254/83988/107/111/773/6812/1741/55799/9254/2905/27020/2571/5864/6506/7277/3763/3765/777/6529/2556/6539/2550/10382/6540/5579/8224/2567/2562/2904/2774/2902/6804/814/10369/8001/4900/4747/5923/2903/2557/10815/116443/774/51764/2555/2558/140679/6854/5582/22999/57030/3760/2572/6616/6857/815/10368"
"R-HSA-1474290","Collagen formation",3.56627319866321,6.72846830370253e-10,"4316/1281/1277/4318/4015/1282/5118/871/1284/7837/1302/977/5352/5339/79709/5034/4017/50509/1290/5351/84695/1291"
"R-HSA-2022090","Assembly of collagen fibrils and other multimeric structures",3.5160899261932,8.21387702370329e-10,"4316/1281/1277/4318/4015/1282/5118/1284/7837/1302/977/5339/4017/50509/1290/84695/1291"
"R-HSA-73884","Base Excision Repair",3.48811909961216,1.30745674652727e-09,"8970/8348/8346/8331/8335/8342/8368/8345/8359/5424/8344/8341/3978/8361/3018/8343/5425/3017/8366/3012/3014/8360/5984"
"R-HSA-5693607","Processing of DNA double-strand break ends",3.54035363871959,2.712529105756e-09,"8970/8348/8346/8342/8368/8345/8359/8344/8341/8361/890/3018/8343/8914/3017/641/8366/3014/8360/5984/7468/8347/5982/5531/51548"
"R-HSA-171306","Packaging Of Telomere Ends",3.41525398536023,4.84077168928778e-09,"8970/8348/8346/8331/8335/8342/8368/8345/8359/8344/8341/8361/3018/8343/3017/8366/3012/3014/8360"
"R-HSA-3000178","ECM proteoglycans",3.43268776741817,5.35493851129614e-09,"1281/1277/3381/5054/3371/1282/4060/1284/3339/3915/3912/50509/1290/3911/1291/3679/351/3913/1462/375790"
"R-HSA-2555396","Mitotic Metaphase and Anaphase",3.04384027227732,6.88109024525927e-09,"9212/10383/9700/332/220134/84617/84790/11065/9133/5347/891/983/699/9232/1063/147841/11004/81930/83540/55143/79019/991/79682/11130/113130/27338/26271/1104/4001"
"R-HSA-68882","Mitotic Anaphase",2.91583386510657,7.90950776410339e-09,"9212/10383/9700/332/220134/84617/84790/11065/9133/5347/891/983/699/9232/1063/147841/11004/81930/83540/55143/79019/991/79682/11130/113130/27338/1104/4001"
"R-HSA-8939211","ESR-mediated signaling",2.87360385620475,7.93225420715134e-09,"8970/1956/8348/4316/8968/8346/4318/8355/8331/3725/8335/8358/8352/4609/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/8350/3017/3838/2783/3315/8366/6464/3012/3014/8360/3276"
"R-HSA-110328","Recognition and association of DNA glycosylase with site containing an affected pyrimidine",3.36319718657059,1.10728277357967e-08,"8970/8348/8346/8331/8335/8342/8368/8345/8359/8344/8341/8361/3018/8343/3017/8366/3012/3014/8360"
"R-HSA-110329","Cleavage of the damaged pyrimidine ",3.36319718657059,1.10728277357967e-08,"8970/8348/8346/8331/8335/8342/8368/8345/8359/8344/8341/8361/3018/8343/3017/8366/3012/3014/8360"
"R-HSA-110330","Recognition and association of DNA glycosylase with site containing an affected purine",3.36319718657059,1.10728277357967e-08,"8970/8348/8346/8331/8335/8342/8368/8345/8359/8344/8341/8361/3018/8343/3017/8366/3012/3014/8360"
"R-HSA-110331","Cleavage of the damaged purine",3.36319718657059,1.10728277357967e-08,"8970/8348/8346/8331/8335/8342/8368/8345/8359/8344/8341/8361/3018/8343/3017/8366/3012/3014/8360"
"R-HSA-73927","Depurination",3.36319718657059,1.10728277357967e-08,"8970/8348/8346/8331/8335/8342/8368/8345/8359/8344/8341/8361/3018/8343/3017/8366/3012/3014/8360"
"R-HSA-73928","Depyrimidination",3.36319718657059,1.10728277357967e-08,"8970/8348/8346/8331/8335/8342/8368/8345/8359/8344/8341/8361/3018/8343/3017/8366/3012/3014/8360"
"R-HSA-73929","Base-Excision Repair, AP Site Formation",3.36319718657059,1.10728277357967e-08,"8970/8348/8346/8331/8335/8342/8368/8345/8359/8344/8341/8361/3018/8343/3017/8366/3012/3014/8360"
"R-HSA-8878171","Transcriptional regulation by RUNX1",2.94617284995131,1.18379181001232e-08,"8970/8348/8968/8346/8355/8331/8335/8358/8352/8356/8354/8342/8368/8345/8359/6929/8344/8341/8361/8353/3018/3958/8343/8350/57332/3017/8366/3012/5696/3014/1912/8360/3276/86/1021/8347"
"R-HSA-1221632","Meiotic synapsis",3.37120954211062,1.44596870147667e-08,"8970/8348/8346/8331/8335/8342/8368/8345/8359/8344/8341/8361/3018/8343/4001/3017/8366/4000/3012/3014/8360"
"R-HSA-201681","TCF dependent signaling in response to WNT",3.07894255837404,1.50854875422506e-08,"8970/8348/8968/8346/8355/8331/8335/8358/8352/4609/8356/8354/8342/8368/8345/8359/8344/8341/8361/8353/3018/8343/6662/8350/7855/3017/8366/2535/4041/3012/5696/3014/8360"
"R-HSA-9670095","Inhibition of DNA recombination at telomere",3.34191447631373,3.45985548250414e-08,"8970/8348/8346/8331/8335/8342/8368/8345/8359/8344/8341/8361/3018/8343/3017/8366/3012/3014/8360/8347/5437"
"R-HSA-5693571","Nonhomologous End-Joining (NHEJ)",3.35472644849798,3.69995127780133e-08,"8970/8348/8346/8342/8368/8345/8359/8344/8341/8361/3018/8343/3017/8366/3014/8360/7468/8347"
"R-HSA-68877","Mitotic Prometaphase",2.9094003242388,5.69437418886638e-08,"9212/10383/23397/332/220134/84617/84790/64151/9133/5347/891/983/699/1063/147841/11004/81930/83540/55143/79019/991/79682/11130/113130/10783"
"R-HSA-5693606","DNA Double Strand Break Response",3.25519463406939,6.78144288775098e-08,"8970/8348/8346/8342/7157/8368/8345/8359/8344/8341/8361/3018/8343/3017/3838/8366/3014/2139/8360/7468/8347"
"R-HSA-2500257","Resolution of Sister Chromatid Cohesion",2.99098154977792,7.70744687071542e-08,"9212/10383/332/220134/84617/84790/9133/5347/891/983/699/1063/147841/11004/81930/83540/55143/79019/991/79682/11130/113130"
"R-HSA-216083","Integrin cell surface interactions",3.22861184925355,9.26971671786318e-08,"1281/1277/3381/3371/1282/3383/4060/1284/3678/3339/3675/50509/1290/1291/3679"
"R-HSA-5693565","Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks",3.20757644582127,9.54504191880197e-08,"8970/8348/8346/8342/7157/8368/8345/8359/8344/8341/8361/3018/8343/3017/8366/3014/2139/8360/7468/8347"
"R-HSA-2467813","Separation of Sister Chromatids",3.04517764660449,9.74777222614681e-08,"9212/10383/9700/332/220134/84617/84790/11065/5347/699/9232/1063/147841/11004/81930/83540/55143/79019/991/79682/11130/113130/27338"
