ID	adj.P.Val	P.Value	t	B	logFC	GB_ACC	Gene
27697	5.65E-10	2.88E-12	7.9379187	17.573865	1.05232778		
52300	5.75E-10	2.94E-12	-7.9335632	17.552884	-0.72525662	NM_014175	MRPL15
58833	5.83E-10	2.99E-12	7.9300257	17.535847	1.08965862	XM_001714987	ARMCX3-AS1
32735	6.08E-10	3.13E-12	-7.9210685	17.492712	-0.8178838	NM_003273	TM7SF2
46823	6.12E-10	3.16E-12	7.9190313	17.482903	1.00586553	NM_152468	TMC8
21902	6.13E-10	3.17E-12	-7.9182182	17.478988	-0.78965283	NM_001101676	SAMD12
35054	6.17E-10	3.21E-12	-7.9156612	17.466677	-1.22331276	NM_174891	C14orf79
29043	6.17E-10	3.22E-12	7.915273	17.464808	0.64158531	NM_001242546	ANAPC16
14163	6.17E-10	3.24E-12	7.9138849	17.458126	0.71860987	BC004544	CYHR1
44329	6.17E-10	3.25E-12	7.9134836	17.456194	1.01579435	NM_006612	KIF1C
55225	6.17E-10	3.25E-12	7.9134791	17.456172	0.67252651	NM_001164315	ANKRD36
34624	6.17E-10	3.26E-12	7.9129375	17.453565	0.47739561	NM_016040	TMED5
49101	6.26E-10	3.31E-12	-7.9094319	17.43669	-0.76492281	NM_003273	TM7SF2
31194	6.30E-10	3.35E-12	-7.9074706	17.42725	-1.26055719	XR_108578	LOC100506791
56798	6.40E-10	3.41E-12	7.9035938	17.408591	0.51307733	BC035876	MACROD2
13706	6.62E-10	3.54E-12	-7.8961044	17.37255	-0.81405457	NM_031890	CECR6
18821	6.65E-10	3.57E-12	-7.8943618	17.364165	-0.53374049	NM_031922	REPS1
62536	6.65E-10	3.58E-12	-7.8940324	17.36258	-0.65950327	NM_018380	DDX28
54288	6.65E-10	3.59E-12	-7.8932455	17.358794	-0.70016452	NM_015416	LETMD1
55445	6.71E-10	3.64E-12	-7.8905058	17.345613	-0.70858959	NM_015416	LETMD1
61043	6.71E-10	3.66E-12	7.8895855	17.341185	0.74637535	NM_004964	HDAC1
24152	6.71E-10	3.66E-12	7.8895745	17.341132	0.90113342	NM_006290	TNFAIP3
48433	6.74E-10	3.68E-12	7.8880318	17.333711	1.4471945	NM_012323	MAFF
5339	6.82E-10	3.74E-12	-7.8851405	17.319803	-1.00338845	NM_017714	TASP1
55573	7.04E-10	3.88E-12	7.8777413	17.284214	0.72429039	NM_005348	HSP90AA1
44117	7.04E-10	3.89E-12	-7.8772484	17.281844	-1.57689874		XLOC_003474
15842	7.11E-10	3.95E-12	7.8741073	17.266738	0.4329272	CR749856	ZNF808
38315	7.11E-10	3.95E-12	-7.8740537	17.26648	-0.58930735	NM_014971	EFR3B
20598	7.20E-10	4.01E-12	-7.8709874	17.251736	-1.13084161	XR_108578	LOC100506791
57653	7.29E-10	4.07E-12	7.8678592	17.236695	0.38954665	NM_015379	BRI3
54913	7.75E-10	4.34E-12	7.8548931	17.174366	0.43456526	NM_002413	MGST2
53477	7.99E-10	4.49E-12	7.8481436	17.141931	1.09401027	NM_022904	RASAL3
9894	8.05E-10	4.54E-12	-7.8460353	17.1318	-0.56380001	NR_004405	LAMB2P1
47239	8.08E-10	4.57E-12	7.8445817	17.124816	1.42727461	NM_005345	HSPA1A
14846	8.19E-10	4.64E-12	7.8413767	17.109417	1.41204078	NM_012323	MAFF
18836	8.28E-10	4.71E-12	-7.8385399	17.095789	-0.73915885	NM_021069	SORBS2
12859	8.42E-10	4.80E-12	-7.834511	17.076435	-0.64159989	NM_018956	C9orf9
30829	8.47E-10	4.85E-12	-7.8326795	17.067638	-1.26779215	NM_001195	BFSP1
26032	8.49E-10	4.87E-12	-7.8316283	17.062589	-0.79968751	NM_003273	TM7SF2
31755	8.73E-10	5.02E-12	7.8255355	17.033329	0.94141385	NR_026832	LOC150622
62065	8.80E-10	5.08E-12	7.8232966	17.022578	0.72727037	NM_005348	HSP90AA1
29989	8.82E-10	5.11E-12	7.8221009	17.016836	1.48733854	NM_080596	HIST1H2AH
40317	8.85E-10	5.15E-12	7.8203386	17.008375	2.00136406	NM_004244	CD163
33791	8.85E-10	5.16E-12	-7.8202188	17.007799	-0.50253507	NM_015075	IQSEC2
35993	8.87E-10	5.19E-12	-7.8188502	17.001229	-0.774452	NR_024493	LINC00087
44620	8.87E-10	5.19E-12	7.818761	17.0008	0.56881908	NM_213566	DFFA
62062	8.93E-10	5.25E-12	7.8167781	16.99128	1.40681524	NM_012323	MAFF
46650	9.10E-10	5.36E-12	-7.8122648	16.969614	-0.51391127	NM_032444	SLX4
53573	9.43E-10	5.57E-12	7.804642	16.933027	1.18107055	NM_006495	EVI2B
31270	9.47E-10	5.61E-12	7.8030779	16.925521	1.12700385	NR_028272	NEAT1
32690	9.55E-10	5.67E-12	7.8009446	16.915283	0.87717159	XR_109706	LOC100506075
25439	9.56E-10	5.70E-12	-7.8000929	16.911196	-0.67908461	NM_014191	SCN8A
15756	9.58E-10	5.73E-12	-7.7988103	16.905042	-0.74942935	NM_002082	GRK6
23366	9.58E-10	5.74E-12	-7.798534	16.903716	-1.13415827	NM_002112	HDC
46539	9.59E-10	5.76E-12	7.797741	16.899911	0.82106392	NM_021199	SQRDL
20596	9.68E-10	5.84E-12	-7.7951778	16.887613	-0.38512552	NM_003204	NFE2L1
18263	9.69E-10	5.87E-12	-7.7942077	16.882959	-1.27294665	NM_001195	BFSP1
55760	9.69E-10	5.88E-12	7.7938778	16.881376	0.66598436	NM_020382	SETD8
48600	1.02E-09	6.18E-12	-7.7837769	16.832923	-0.79086931	NM_003273	TM7SF2
43915	1.05E-09	6.38E-12	7.7771639	16.801209	0.98616149	NM_032587	CARD6
31193	1.06E-09	6.47E-12	-7.7743986	16.787949	-0.71628267	NM_182498	ZNF428
43645	1.06E-09	6.50E-12	7.7735167	16.783721	1.35292824	NM_002055	GFAP
5712	1.06E-09	6.51E-12	-7.7732415	16.782401	-0.59854	NM_001584	MPPED2
22482	1.07E-09	6.62E-12	7.7698268	16.76603	2.16195225	NM_001085	SERPINA3
57641	1.08E-09	6.68E-12	7.7680449	16.757487	1.26066555	NM_003370	VASP
25633	1.11E-09	6.88E-12	-7.7618425	16.727756	-1.80446329	NM_000245	MET
51600	1.11E-09	6.91E-12	-7.7610305	16.723865	-0.82537034	NM_003273	TM7SF2
18155	1.11E-09	6.91E-12	-7.7609934	16.723687	-0.85314526	NM_152319	C12orf54
22709	1.11E-09	6.95E-12	-7.7598092	16.718011	-1.24409826		XLOC_l2_001800
61331	1.11E-09	6.97E-12	7.7593299	16.715714	0.59475779	NM_020770	CGN
14654	1.13E-09	7.09E-12	-7.7559328	16.699433	-0.63304042	NM_000050	ASS1
36339	1.14E-09	7.19E-12	7.7529339	16.685063	1.46162422	NM_005345	HSPA1A
19263	1.15E-09	7.26E-12	7.7511872	16.676694	1.08388042	NM_032464	LAT2
21237	1.15E-09	7.28E-12	7.7506655	16.674194	0.77494542	NM_138689	PPP1R14B
55943	1.15E-09	7.30E-12	7.7500094	16.671051	0.5749776	NM_018061	PRPF38B
2988	1.17E-09	7.46E-12	-7.7455959	16.649906	-0.52392328	NM_013234	EIF3K
50470	1.18E-09	7.54E-12	-7.7434618	16.639682	-0.66560263	NM_152355	ZNF441
43545	1.19E-09	7.64E-12	-7.7408355	16.627102	-0.61276686	NM_152644	FAM24B
20711	1.22E-09	7.82E-12	7.7360316	16.604093	0.85626888	NM_003124	SPR
20178	1.22E-09	7.87E-12	-7.7347276	16.597848	-0.96527832	NM_013243	SCG3
3255	1.22E-09	7.88E-12	-7.7344218	16.596384	-1.06331637	XR_109456	XLOC_012170
9330	1.22E-09	7.92E-12	7.7333938	16.591461	0.47968056	NM_001040138	CKLF
28098	1.23E-09	7.96E-12	-7.7324111	16.586755	-0.58362353	NM_033416	IMP4
53497	1.24E-09	8.06E-12	7.7299598	16.575017	1.37469828	NM_001207014	SERPINH1
48869	1.26E-09	8.19E-12	-7.7267324	16.559563	-0.62869892	NM_018205	LRRC20
6204	1.32E-09	8.64E-12	7.7159458	16.507928	1.57158972	NM_007268	VSIG4
17373	1.35E-09	8.82E-12	-7.7116021	16.487139	-0.59508439	NM_002948	RPL15
8078	1.37E-09	9.00E-12	-7.7076341	16.468151	-0.58496899	NM_002114	HIVEP1
53161	1.40E-09	9.25E-12	7.7020086	16.441236	1.43079866	NM_012323	MAFF
45585	1.40E-09	9.27E-12	7.7015377	16.438983	0.70964454	NM_005348	HSP90AA1
4983	1.40E-09	9.28E-12	-7.7013245	16.437963	-0.73697821	NM_000724	CACNB2
20736	1.41E-09	9.36E-12	7.6995784	16.42961	0.53839561	NM_032193	RNASEH2C
27501	1.42E-09	9.46E-12	7.6975811	16.420055	1.09267649	NM_005647	TBL1X
55246	1.43E-09	9.52E-12	7.6961617	16.413266	1.18416434	NM_024059	C20orf195
12830	1.43E-09	9.57E-12	-7.6951796	16.408568	-0.74055521	NR_038942	LOC100630918
7934	1.43E-09	9.58E-12	-7.6949259	16.407355	-1.14210584	NM_052926	PNMA5
58429	1.44E-09	9.72E-12	7.6920839	16.393762	0.3896911	NM_006232	POLR2H
5736	1.46E-09	9.83E-12	7.6897956	16.382818	0.86259953	NM_012124	CHORDC1
55738	1.46E-09	9.88E-12	7.6887681	16.377905	0.69778328	NM_004710	SYNGR2
15570	1.47E-09	9.95E-12	7.6872139	16.370473	1.1775927	NM_002221	ITPKB
48151	1.49E-09	1.01E-11	7.6835145	16.352783	0.89604523	NR_024348	FBXL19-AS1
36864	1.50E-09	1.02E-11	-7.6825216	16.348036	-0.55936855	NM_052845	MMAB
5367	1.50E-09	1.03E-11	-7.6811725	16.341586	-1.11090154	NM_001195	BFSP1
23881	1.50E-09	1.03E-11	7.68038	16.337797	1.22991801	NM_001042483	NUPR1
51666	1.52E-09	1.04E-11	7.6780699	16.326753	0.58523398	NM_014683	ULK2
10447	1.52E-09	1.05E-11	-7.6770248	16.321757	-0.63239054	NR_024384	LINC00461
36294	1.56E-09	1.07E-11	7.6718351	16.296951	1.32157105	NM_001080483	TMEM8C
44507	1.59E-09	1.10E-11	7.667064	16.274149	1.45025283	NM_005345	HSPA1A
5937	1.59E-09	1.10E-11	7.6666634	16.272235	0.59570519	NM_005851	CDK2AP2
23850	1.61E-09	1.12E-11	-7.6636518	16.257844	-0.76086581	NM_004455	EXTL1
10752	1.61E-09	1.12E-11	7.6625811	16.252728	0.4206986	NM_012207	HNRNPH3
60308	1.61E-09	1.13E-11	7.6612287	16.246266	0.72517202	NM_015609	C1orf144
45985	1.61E-09	1.13E-11	7.6608493	16.244453	0.75009812	NM_014509	SERHL2
15148	1.61E-09	1.13E-11	-7.6606507	16.243504	-1.13944684	NM_001195	BFSP1
56584	1.61E-09	1.14E-11	7.660506	16.242813	0.71374065	NM_005348	HSP90AA1
14095	1.62E-09	1.14E-11	7.6592668	16.236892	1.08526998	AK091998	AHSA2
1730	1.65E-09	1.17E-11	7.6545078	16.214158	0.66695328	BX647090	SMCR6
26127	1.67E-09	1.18E-11	-7.6521223	16.202763	-0.72591653	NM_004278	PIGL
52267	1.67E-09	1.19E-11	7.6515149	16.199862	1.48291521	NM_019596	C21orf62
47997	1.69E-09	1.20E-11	7.6490443	16.188062	0.89056628	NM_133471	PPP1R18
42739	1.69E-09	1.20E-11	7.6485791	16.18584	0.65536715		XLOC_013274
14250	1.70E-09	1.21E-11	7.6470219	16.178403	1.09867921	NM_003510	HIST1H2AK
30230	1.70E-09	1.22E-11	7.6452646	16.170011	0.99111106	NM_033284	TBL1Y
27785	1.70E-09	1.23E-11	-7.6449854	16.168678	-0.92807514	NM_053274	GLMN
35959	1.70E-09	1.23E-11	-7.6449836	16.168669	-0.64631929	NM_016030	TTC15
19388	1.70E-09	1.23E-11	-7.6444661	16.166198	-0.94094713	NM_032293	GARNL3
48026	1.71E-09	1.24E-11	7.6429746	16.159076	1.43948783	NM_005345	HSPA1A
2062	1.72E-09	1.24E-11	-7.6419348	16.154111	-0.35188441	NM_006618	KDM5B
53136	1.72E-09	1.25E-11	7.6409155	16.149244	1.29389433	NM_172369	C1QC
25383	1.74E-09	1.27E-11	-7.6381079	16.135839	-1.0285852	NM_001134745	LRRTM4
45468	1.75E-09	1.28E-11	7.636301	16.127213	1.11931389	NM_015136	STAB1
30761	1.75E-09	1.28E-11	-7.6360391	16.125962	-0.88724603	XR_108902	LOC100507204
8374	1.79E-09	1.31E-11	-7.6310299	16.10205	-1.06740618	NM_002236	KCNF1
59595	1.80E-09	1.32E-11	7.6296208	16.095325	1.32753139		XLOC_l2_010636
9444	1.85E-09	1.36E-11	7.6236047	16.066613	0.65006142	NM_003388	CLIP2
31795	1.85E-09	1.37E-11	7.6230207	16.063826	0.94899093	NM_032632	PAPOLA
59527	1.85E-09	1.37E-11	-7.6225919	16.06178	-0.64516447	NM_018380	DDX28
56444	1.88E-09	1.39E-11	7.6189483	16.044394	1.36257108		XLOC_005957
55637	1.88E-09	1.40E-11	7.617799	16.038911	0.56223735	NM_031492	RBM4B
53885	1.89E-09	1.41E-11	7.6168416	16.034343	1.30856632	NR_027420	LOC389834
10011	1.93E-09	1.44E-11	-7.6120172	16.011328	-1.00836775	NM_001205272	KRBOX1
42147	1.93E-09	1.44E-11	7.6118656	16.010605	1.80340632	NM_001085	SERPINA3
14013	1.93E-09	1.45E-11	7.6108081	16.005561	1.42966366	NM_005345	HSPA1A
240	1.95E-09	1.47E-11	7.6087343	15.995669	1.35082396	NM_012323	MAFF
20291	1.98E-09	1.50E-11	-7.6045129	15.975536	-1.06540718	NR_038402	LOC100507387
8152	1.99E-09	1.50E-11	7.6034134	15.970293	1.47805628	NM_000610	CD44
5630	2.01E-09	1.52E-11	7.601266	15.960053	1.42477528	NM_005345	HSPA1A
29550	2.01E-09	1.53E-11	7.5999748	15.953896	1.45232245	NM_005345	HSPA1A
29983	2.01E-09	1.54E-11	-7.5991253	15.949845	-1.08174117	NM_138464	C5orf55
33265	2.01E-09	1.54E-11	-7.5984872	15.946802	-0.43265076	NM_015246	MGRN1
30836	2.01E-09	1.54E-11	-7.5982026	15.945445	-1.3636632	AK090762	XLOC_013275
58950	2.01E-09	1.54E-11	-7.5981514	15.945201	-0.59090661	NM_000447	PSEN2
19639	2.01E-09	1.54E-11	-7.5981253	15.945077	-1.0502475	NM_001199942	DOPEY1
16744	2.01E-09	1.55E-11	7.5975725	15.942442	0.89303194	NM_013376	SERTAD1
60030	2.01E-09	1.55E-11	7.5967127	15.938342	0.81928131	NM_002405	MFNG
59079	2.01E-09	1.56E-11	-7.5963929	15.936817	-1.16526498	NM_198285	WDR86
38904	2.01E-09	1.56E-11	7.5963163	15.936452	0.78777421	BC105992	SYNGR2
27802	2.06E-09	1.60E-11	-7.5909475	15.910858	-1.68510633	NR_026860	LINC00473
443	2.08E-09	1.62E-11	7.5886603	15.899956	1.39148872	NM_005345	HSPA1A
2494	2.13E-09	1.66E-11	7.5828347	15.872191	0.63059786	NM_000302	PLOD1
10115	2.13E-09	1.67E-11	-7.5823451	15.869858	-0.44059297	NM_007033	RER1
35051	2.19E-09	1.72E-11	7.5765466	15.842229	1.05806036	NM_003842	TNFRSF10B
37773	2.21E-09	1.74E-11	7.5741439	15.830782	0.44435846	NM_012207	HNRNPH3
20108	2.21E-09	1.74E-11	7.5736752	15.828549	1.3126179	DA150093	XLOC_l2_010855
44997	2.22E-09	1.76E-11	-7.5720603	15.820856	-0.72879177	NM_198578	LRRK2
55767	2.22E-09	1.76E-11	-7.5718415	15.819814	-1.05350737	NM_001195259	LOC100507588
38722	2.24E-09	1.78E-11	7.5694703	15.808518	1.10277774	NM_006060	IKZF1
7758	2.24E-09	1.78E-11	7.5691122	15.806813	1.39903005	NM_012323	MAFF
38457	2.30E-09	1.83E-11	7.5638247	15.781629	1.1678259	NM_022742	CCDC136
48464	2.31E-09	1.84E-11	-7.5627134	15.776337	-1.85680041	NM_207454	C17orf102
60743	2.34E-09	1.87E-11	7.5591496	15.759367	0.65194334	NM_018192	LEPREL1
15274	2.35E-09	1.88E-11	-7.5583526	15.755572	-0.58066744	NM_003119	SPG7
13165	2.38E-09	1.91E-11	7.5548504	15.738897	0.7594721	NM_005146	SART1
44243	2.38E-09	1.91E-11	7.5547414	15.738378	0.5170418	NM_003295	TPT1
40119	2.38E-09	1.92E-11	-7.5540691	15.735177	-2.27256843	NM_006240	PPEF1
13467	2.41E-09	1.95E-11	7.5510156	15.720641	0.49915054	AK124190	
52847	2.42E-09	1.96E-11	-7.5498573	15.715127	-0.72694319	NM_003273	TM7SF2
31125	2.42E-09	1.96E-11	-7.5496165	15.713981	-0.99026444	NM_004615	TSPAN7
50592	2.43E-09	1.97E-11	-7.5484818	15.70858	-0.84535137	NM_015082	FSTL4
55495	2.44E-09	1.99E-11	7.5468995	15.701049	0.54366274	NM_032852	ATG4C
30989	2.45E-09	1.99E-11	7.5460258	15.696891	1.43212306	NM_005345	HSPA1A
5607	2.47E-09	2.02E-11	-7.5432142	15.68351	-0.71098945	NM_021069	SORBS2
29480	2.48E-09	2.03E-11	-7.5426013	15.680593	-0.48450069	NM_152419	HGSNAT
12181	2.48E-09	2.03E-11	7.5422763	15.679046	1.15310262	NM_000579	CCR5
14948	2.48E-09	2.04E-11	-7.5416453	15.676044	-1.0000776	NM_022838	ARMCX5
6080	2.50E-09	2.06E-11	-7.5392973	15.664871	-0.46073244	NM_152419	HGSNAT
6698	2.51E-09	2.07E-11	7.5381306	15.659319	1.31558818	NM_003687	PDLIM4
42616	2.54E-09	2.11E-11	-7.5350107	15.644475	-1.71862149	NM_005613	RGS4
1490	2.56E-09	2.12E-11	-7.5337099	15.638287	-1.2222051	NM_207578	PRKACB
30695	2.56E-09	2.12E-11	7.5332063	15.635891	1.16606268	NM_006669	LILRB1
53718	2.57E-09	2.14E-11	7.5319127	15.629737	0.75584693	NM_000051	ATM
10360	2.57E-09	2.14E-11	7.531322	15.626927	0.40923136	NM_012207	HNRNPH3
1584	2.57E-09	2.15E-11	-7.5309038	15.624938	-1.05754246	NM_001965	EGR4
17256	2.64E-09	2.21E-11	7.5247138	15.595495	0.94937244	NM_033284	TBL1Y
35961	2.65E-09	2.23E-11	7.5234995	15.589721	1.14990951	NM_000579	CCR5
60180	2.65E-09	2.23E-11	7.5232587	15.588576	0.83488077	NM_153253	SIPA1
46635	2.66E-09	2.24E-11	7.5223617	15.58431	0.82838318	NM_007365	PADI2
32372	2.71E-09	2.29E-11	-7.5181818	15.564434	-0.90590374	NM_018418	SPATA7
5197	2.72E-09	2.30E-11	7.5168787	15.558238	0.73022458	NM_033390	ZC3H12C
40494	2.72E-09	2.30E-11	-7.51678	15.557769	-0.70764442	NM_024941	C5orf44
29281	2.72E-09	2.31E-11	-7.5159273	15.553715	-1.23110404	NM_002924	RGS7
34148	2.72E-09	2.32E-11	-7.5154454	15.551424	-1.25830717	NM_152470	RNF165
15696	2.75E-09	2.35E-11	-7.5129612	15.539614	-0.55637093	NM_015178	RHOBTB2
16994	2.75E-09	2.35E-11	7.5129075	15.539358	0.50774797	NM_001013438	FXR1
7551	2.78E-09	2.38E-11	-7.5096537	15.523891	-0.5259249	NM_033453	ITPA
17836	2.79E-09	2.40E-11	7.5087545	15.519617	1.74126117	NM_006533	MIA
52717	2.83E-09	2.43E-11	-7.5055848	15.504552	-1.10190617	NM_002112	HDC
3226	2.83E-09	2.44E-11	-7.5049996	15.50177	-0.44989864	NM_152419	HGSNAT
60120	2.86E-09	2.47E-11	7.5028292	15.491456	0.55177139	NM_000235	LIPA
27752	2.88E-09	2.49E-11	-7.5010389	15.482948	-0.82147388	NM_015086	DDN
46816	2.90E-09	2.51E-11	7.4988269	15.472437	0.98378609	NM_033284	TBL1Y
48670	2.90E-09	2.52E-11	-7.4982528	15.46971	-0.85745131	NR_024361	FLJ10661
62500	2.94E-09	2.56E-11	7.4949318	15.453931	1.17144386	XR_108975	XLOC_007776
52203	2.94E-09	2.57E-11	7.4946534	15.452609	0.58486372	NM_032560	SMEK1
12883	2.99E-09	2.61E-11	-7.4914033	15.437169	-1.68851756	NM_170735	BDNF
34580	3.04E-09	2.67E-11	-7.4869796	15.416157	-1.2493112	XR_108600	FLJ31104
48266	3.05E-09	2.68E-11	-7.4858864	15.410965	-0.63255968	XR_110151	LOC100505797
32433	3.05E-09	2.68E-11	-7.4856563	15.409872	-1.04902003	NM_002191	INHA
22038	3.05E-09	2.68E-11	7.4854844	15.409056	1.00986517	BC009700	RRBP1
42907	3.05E-09	2.69E-11	7.4848432	15.406011	0.7426593	NM_002405	MFNG
23569	3.15E-09	2.78E-11	-7.4780865	15.373927	-0.84619964	NM_173079	RUNDC1
62203	3.17E-09	2.81E-11	7.4764985	15.366387	1.21957382	NM_003370	VASP
51052	3.20E-09	2.84E-11	7.4743847	15.356352	0.69402143	NM_002953	RPS6KA1
26015	3.20E-09	2.85E-11	7.4732107	15.350778	0.96154683	NM_004667	HERC2
39443	3.20E-09	2.85E-11	7.4730623	15.350074	1.27290796	AF001893	NEAT1
7108	3.23E-09	2.89E-11	-7.4707358	15.339031	-1.01125923	NM_004615	TSPAN7
2665	3.24E-09	2.90E-11	7.4698676	15.334909	0.50702782	NM_032207	C19orf44
21386	3.25E-09	2.92E-11	7.4685615	15.32871	1.10339124	NM_138715	MSR1
14106	3.25E-09	2.92E-11	-7.4684915	15.328378	-1.07131396	NM_182734	PLCB1
1714	3.26E-09	2.93E-11	-7.4675018	15.323681	-0.47707065	NM_016037	UTP11L
22236	3.27E-09	2.95E-11	-7.4663141	15.318044	-0.44398734	NM_022828	YTHDC2
55750	3.27E-09	2.96E-11	-7.4659168	15.316158	-1.94263978	NM_003151	STAT4
52332	3.28E-09	2.97E-11	7.4650923	15.312246	0.55891576	NM_033023	PDGFA
21191	3.31E-09	3.00E-11	-7.4631494	15.303025	-0.72057566	NM_002874	RAD23B
24293	3.31E-09	3.01E-11	-7.4622245	15.298637	-1.48505144	NR_045114	PVRL3-AS1
45994	3.31E-09	3.01E-11	7.4618738	15.296973	0.43734761	NM_012207	HNRNPH3
60491	3.31E-09	3.02E-11	7.4615661	15.295512	0.34313562	NM_002484	NUBP1
32454	3.47E-09	3.17E-11	-7.4518262	15.249304	-1.02229591	NR_026761	LINC00467
48712	3.50E-09	3.20E-11	7.4494114	15.23785	0.81783086	NR_024214	SNAR-A3
61938	3.56E-09	3.26E-11	7.4457298	15.22039	0.71960992	NM_145019	FAM124A
23458	3.66E-09	3.36E-11	-7.4399267	15.192873	-0.888117	NR_026962	TTC28-AS1
24782	3.67E-09	3.38E-11	7.4387153	15.187129	0.9564423		XLOC_012025
40269	3.72E-09	3.43E-11	-7.4356146	15.172429	-0.9221114	NM_020814	4-Mar
6497	3.77E-09	3.48E-11	7.4326539	15.158395	0.47800501	NM_015578	LSM14A
43723	3.78E-09	3.50E-11	7.4314503	15.15269	0.68634056	NM_005348	HSP90AA1
30169	3.80E-09	3.53E-11	7.4298938	15.145313	0.67443838	NM_001004431	METRNL
38183	3.83E-09	3.56E-11	-7.4279206	15.135961	-0.82113589	NM_018137	PRMT6
34240	3.89E-09	3.62E-11	7.4244575	15.11955	0.98865911	NM_000136	FANCC
60661	4.02E-09	3.74E-11	7.4176267	15.087186	0.85764374	NM_014320	HEBP2
8063	4.02E-09	3.75E-11	7.4170905	15.084646	0.85263802	NM_033452	TRIM47
14187	4.06E-09	3.80E-11	7.4147371	15.073498	0.94097428	NM_033284	TBL1Y
16048	4.08E-09	3.82E-11	-7.4132548	15.066477	-0.58802925	NM_001039479	KIAA0317
30978	4.08E-09	3.83E-11	7.4127812	15.064234	0.50834065	NM_182976	ZNF326
4180	4.11E-09	3.87E-11	-7.4109963	15.05578	-0.60775551	NM_003794	SNX4
16791	4.11E-09	3.87E-11	7.4107185	15.054464	0.94086784	NM_033284	TBL1Y
34526	4.11E-09	3.87E-11	-7.4105493	15.053663	-1.11436305	NM_001012974	C6orf154
60415	4.11E-09	3.89E-11	-7.409626	15.04929	-0.98429619	NM_004615	TSPAN7
39151	4.11E-09	3.89E-11	-7.4095232	15.048803	-0.70256323	NM_000108	DLD
14120	4.38E-09	4.16E-11	-7.3962281	14.985855	-0.71591873	NM_004461	FARSA
53185	4.38E-09	4.16E-11	7.3959889	14.984723	0.70670184	XR_132982	LOC100653296
48714	4.49E-09	4.28E-11	-7.3901114	14.956905	-0.91383974	NM_004968	ICA1
45322	4.49E-09	4.29E-11	-7.3899374	14.956082	-1.26684691	NM_002112	HDC
8381	4.51E-09	4.31E-11	-7.388969	14.951499	-0.83517478	NM_001079821	NLRP3
49565	4.55E-09	4.35E-11	7.386854	14.941491	0.98798959	NM_003717	NPFF
53993	4.56E-09	4.38E-11	7.3857016	14.936038	0.47058857	NM_014699	ZNF646
53707	4.57E-09	4.39E-11	7.3851421	14.933391	0.49644374	NM_012145	DTYMK
24098	4.58E-09	4.40E-11	7.3844355	14.930047	1.19927382	NM_003370	VASP
51599	4.58E-09	4.42E-11	7.3838229	14.927149	0.7755728	NM_024787	RNF122
31992	4.58E-09	4.43E-11	7.3829871	14.923194	0.74186014	NM_001178056	PARP8
41206	4.58E-09	4.43E-11	-7.3829373	14.922959	-1.90415059	NM_001168235	FREM3
11385	4.60E-09	4.45E-11	7.3820975	14.918986	0.62557746	NM_001005388	NFASC
26684	4.62E-09	4.48E-11	7.3806958	14.912355	0.90246939	NR_003930	LOC387647
26539	4.62E-09	4.49E-11	7.3803571	14.910752	0.74922477	NM_024567	HMBOX1
3661	4.75E-09	4.64E-11	7.3736739	14.879141	0.60768675	BX537921	LOC100132006
41913	4.75E-09	4.64E-11	7.3734894	14.878269	0.7533332	NM_145045	CCDC151
882	4.75E-09	4.65E-11	-7.373269	14.877226	-0.99683959	NM_024838	THNSL1
8807	4.75E-09	4.66E-11	7.3729704	14.875814	0.99511409	NM_004667	HERC2
26010	4.77E-09	4.68E-11	-7.3718345	14.870442	-0.51925189	NM_032830	CIRH1A
16246	4.79E-09	4.71E-11	-7.3708201	14.865645	-0.83275922	NM_018137	PRMT6
41417	4.79E-09	4.72E-11	7.3703461	14.863403	0.54165877	NM_213566	DFFA
32889	4.80E-09	4.73E-11	7.3695427	14.859604	0.87078408	NM_003761	VAMP8
30157	4.87E-09	4.81E-11	7.3664565	14.845012	0.63528633	NM_003920	TIMELESS
3176	4.90E-09	4.85E-11	-7.3645776	14.836128	-0.69788247	NM_021069	SORBS2
12171	4.96E-09	4.92E-11	-7.3617353	14.822692	-0.401864	NM_001080501	TMEM223
55029	5.04E-09	5.02E-11	7.3577186	14.803705	1.0244144	NM_001198834	PDE4DIP
56394	5.04E-09	5.02E-11	7.3575694	14.803	0.41066235	NM_012207	HNRNPH3
52230	5.04E-09	5.03E-11	-7.3573426	14.801928	-0.97331611	NM_004615	TSPAN7
57548	5.04E-09	5.03E-11	-7.357288	14.80167	-0.97960264	NM_004615	TSPAN7
30736	5.04E-09	5.04E-11	7.3568215	14.799465	0.91670985	NM_001144875	DOK3
60668	5.06E-09	5.07E-11	7.3555545	14.793477	1.19848133	NM_201563	FCGR2C
7175	5.13E-09	5.15E-11	-7.3523131	14.778159	-0.57312934	NM_003454	ZNF200
44400	5.15E-09	5.17E-11	7.3514632	14.774143	0.68839321	NM_005348	HSP90AA1
59098	5.18E-09	5.22E-11	7.3497185	14.765899	0.98515992	NM_033284	TBL1Y
27259	5.22E-09	5.27E-11	-7.3477709	14.756697	-0.91375002	NM_001085451	LNP1
53354	5.24E-09	5.29E-11	7.3466697	14.751494	0.70302461	NM_005348	HSP90AA1
13062	5.28E-09	5.35E-11	-7.3446497	14.741951	-0.67379204	NM_005184	CALM3
3054	5.29E-09	5.36E-11	-7.3440779	14.73925	-1.2248329	BC066361	SETD7
