ID	adj.P.Val	P.Value	t	B	logFC	Gene	SPOT_ID
ZMIZ2	2.48E-05	2.47E-07	5.657814	6.7202	0.3050396	ZMIZ2	
PABPC1L	2.48E-05	2.49E-07	5.656423	6.71475	0.3540816	PABPC1L	
TIMM23	2.48E-05	2.49E-07	-5.655794	6.71228	-0.3694739	TIMM23	
KCNB2	2.48E-05	2.49E-07	-5.65579	6.71227	-0.54599779	KCNB2	
CHES1	2.50E-05	2.52E-07	5.65279	6.70051	0.34795006	CHES1	
INTS9	2.50E-05	2.53E-07	5.651745	6.69642	0.28376381	INTS9	
SRD5A1	2.50E-05	2.54E-07	-5.650951	6.6933	-0.31837197	SRD5A1	
MEIS3	2.50E-05	2.54E-07	-5.650734	6.69245	-0.26444964	MEIS3	
KRT222	2.51E-05	2.56E-07	-5.648903	6.68528	-0.65851497	KRT222	
ARF5	2.51E-05	2.58E-07	-5.647574	6.68008	-0.47482066	ARF5	
NDFIP1	2.55E-05	2.63E-07	-5.642939	6.66192	-0.67703158	NDFIP1	
CLEC4G	2.55E-05	2.63E-07	-5.642638	6.66074	-0.22977932	CLEC4G	
FLJ32063	2.56E-05	2.65E-07	-5.640829	6.65366	-0.22255811	FLJ32063	
TMC6	2.61E-05	2.71E-07	5.635791	6.63394	0.59801332	TMC6	
SEC61G	2.64E-05	2.74E-07	-5.632361	6.62051	-0.34734524	SEC61G	
HMP19	2.64E-05	2.76E-07	-5.631401	6.61676	-0.75511567	HMP19	
SST	2.64E-05	2.77E-07	-5.629788	6.61045	-0.93099832	SST	
TTC7B	2.64E-05	2.77E-07	-5.629693	6.61008	-0.25821122	TTC7B	
DRD1IP	2.64E-05	2.78E-07	-5.629162	6.608	-0.67383314	DRD1IP	
PLEKHA7	2.65E-05	2.82E-07	5.626177	6.59632	0.23212808	PLEKHA7	
RPA3	2.65E-05	2.82E-07	-5.62591	6.59528	-0.46991145	RPA3	
TMEM66	2.65E-05	2.82E-07	-5.625865	6.5951	-0.42933431	TMEM66	
ZNF621	2.65E-05	2.83E-07	5.625161	6.59235	0.61333611	ZNF621	
ARHGEF11	2.65E-05	2.83E-07	-5.62482	6.59101	-0.14928587	ARHGEF11	
KTI12	2.67E-05	2.87E-07	-5.621623	6.57851	-0.22172409	KTI12	
CALY	2.67E-05	2.88E-07	-5.620994	6.57605	-0.79631572	CALY	
METTL7B	2.68E-05	2.89E-07	5.620125	6.57266	0.31599172	METTL7B	
ZFP161	2.70E-05	2.92E-07	5.617171	6.56111	0.27263687	ZFP161	
TNFRSF10D	2.75E-05	2.98E-07	5.611941	6.54067	0.13004747	TNFRSF10D	
FAM163A	2.75E-05	2.99E-07	-5.611652	6.53954	-0.16603379	FAM163A	
SYNGR1	2.75E-05	3.00E-07	-5.610404	6.53466	-0.33560701	SYNGR1	
TXNL4A	2.79E-05	3.05E-07	-5.606284	6.51857	-0.15817428	TXNL4A	
FBXW4	2.80E-05	3.08E-07	5.604347	6.511	0.50584198	FBXW4	
KIFAP3	2.84E-05	3.13E-07	-5.600507	6.49601	-0.65859037	KIFAP3	
GSDMD	2.85E-05	3.15E-07	5.599098	6.49051	0.69262627	GSDMD	
AUP1	2.85E-05	3.15E-07	5.598487	6.48812	0.29478463	AUP1	
SDCCAG3	2.86E-05	3.17E-07	5.597133	6.48284	0.22391911	SDCCAG3	
AIG1	2.90E-05	3.23E-07	-5.592572	6.46504	-0.35211299	AIG1	
CARD9	2.90E-05	3.24E-07	5.592275	6.46388	0.31196645	CARD9	
DCTN6	2.98E-05	3.34E-07	-5.584359	6.43301	-0.2569087	DCTN6	
NPM2	2.98E-05	3.35E-07	-5.583691	6.4304	-0.42978231	NPM2	
VKORC1L1	3.00E-05	3.39E-07	-5.581051	6.4201	-0.41381815	VKORC1L1	
SLC15A3	3.00E-05	3.39E-07	5.580997	6.4199	0.64776768	SLC15A3	
ELF2	3.04E-05	3.45E-07	5.576889	6.40388	0.20769391	ELF2	
MED7	3.04E-05	3.45E-07	-5.576819	6.40361	-0.22915336	MED7	
KCNK12	3.04E-05	3.48E-07	5.574846	6.39592	0.61463757	KCNK12	
LOC729770	3.04E-05	3.48E-07	-5.574817	6.39581	-0.09749495	LOC729770	
LOC100132707	3.04E-05	3.48E-07	5.574474	6.39447	0.28089231	LOC100132707	
C14ORF2	3.06E-05	3.51E-07	-5.572096	6.3852	-0.49805087	C14ORF2	
NFIB	3.06E-05	3.52E-07	5.571464	6.38274	0.29069698	NFIB	
DDX51	3.07E-05	3.54E-07	5.570254	6.37803	0.44646147	DDX51	
PHF21A	3.08E-05	3.57E-07	5.568444	6.37098	0.43629917	PHF21A	
KCNIP2	3.10E-05	3.60E-07	-5.56622	6.36232	-0.11465964	KCNIP2	
PRPF4	3.16E-05	3.67E-07	-5.561191	6.34274	-0.20055828	PRPF4	
NDE1	3.18E-05	3.72E-07	5.55825	6.33129	0.63097688	NDE1	
CD68	3.18E-05	3.73E-07	5.557797	6.32953	0.6311888	CD68	
C9ORF114	3.18E-05	3.74E-07	5.557135	6.32695	0.56516361	C9ORF114	
PHF16	3.26E-05	3.83E-07	5.551071	6.30336	0.24076686	PHF16	
YES1	3.28E-05	3.87E-07	5.548824	6.29462	0.55123176	YES1	
NRXN1	3.29E-05	3.89E-07	-5.547189	6.28826	-0.52916333	NRXN1	
LETMD1	3.29E-05	3.90E-07	-5.546516	6.28564	-0.31976828	LETMD1	
PPARA	3.31E-05	3.94E-07	5.54433	6.27714	0.1282751	PPARA	
SPAG9	3.33E-05	3.98E-07	5.54151	6.26618	0.36362139	SPAG9	
IFFO1	3.33E-05	3.99E-07	-5.541303	6.26537	-0.14608493	IFFO1	
PSD2	3.33E-05	4.00E-07	5.540753	6.26324	0.56901487	PSD2	
SLC16A14	3.38E-05	4.07E-07	-5.536463	6.24656	-0.51368222	SLC16A14	
C1ORF57	3.38E-05	4.07E-07	-5.53593	6.24449	-0.28236015	C1ORF57	
KIAA0114	3.41E-05	4.13E-07	5.532891	6.23268	0.3288212	KIAA0114	
FAM113A	3.41E-05	4.13E-07	5.532414	6.23083	0.30498973	FAM113A	
TOX2	3.43E-05	4.17E-07	-5.530253	6.22244	-0.34997268	TOX2	
HS.24119	3.46E-05	4.22E-07	5.527368	6.21123	0.49320366	HS.24119	
ARX	3.46E-05	4.22E-07	-5.527109	6.21023	-0.28082129	ARX	
GAD2	3.46E-05	4.25E-07	-5.525888	6.20548	-0.79644154	GAD2	
AP1S1	3.46E-05	4.25E-07	-5.525719	6.20483	-0.27058504	AP1S1	
HAR1A	3.46E-05	4.27E-07	-5.524458	6.19993	-0.19537354	HAR1A	
BEX1	3.46E-05	4.27E-07	-5.524425	6.19981	-0.84356656	BEX1	
FAM80B	3.49E-05	4.31E-07	5.521906	6.19003	0.34115108	FAM80B	
C2CD2L	3.49E-05	4.32E-07	-5.521418	6.18813	-0.27240419	C2CD2L	
NCRNA00085	3.49E-05	4.33E-07	5.520956	6.18634	0.581201	NCRNA00085	
SPHKAP	3.50E-05	4.37E-07	-5.519047	6.17893	-0.57810938	SPHKAP	
RASL12	3.51E-05	4.38E-07	5.518086	6.1752	0.69352266	RASL12	
WDR40A	3.52E-05	4.40E-07	5.516852	6.17041	0.27586415	WDR40A	
ZNF25	3.52E-05	4.42E-07	-5.5161	6.16749	-0.68215382	ZNF25	
SLC38A2	3.54E-05	4.46E-07	5.513937	6.1591	0.57216243	SLC38A2	
SNCB	3.61E-05	4.56E-07	-5.508207	6.13688	-0.61035348	SNCB	
BEX2	3.61E-05	4.59E-07	-5.507018	6.13227	-0.88313466	BEX2	
CATSPER2	3.61E-05	4.59E-07	5.506714	6.13109	0.53821719	CATSPER2	
CHCHD2	3.61E-05	4.60E-07	-5.50646	6.13011	-0.30289539	CHCHD2	
PHF14	3.61E-05	4.61E-07	-5.505883	6.12787	-0.33712348	PHF14	
RASSF1	3.62E-05	4.63E-07	5.504699	6.12328	0.20823731	RASSF1	
CHN1	3.65E-05	4.68E-07	-5.502112	6.11325	-0.72297142	CHN1	
CALM3	3.65E-05	4.68E-07	-5.501764	6.11191	-0.51647567	CALM3	
IFT52	3.68E-05	4.75E-07	-5.498162	6.09795	-0.21846214	IFT52	
RNF135	3.68E-05	4.75E-07	5.498134	6.09784	0.20234557	RNF135	
F8A1	3.70E-05	4.79E-07	-5.496391	6.09109	-0.44097419	F8A1	
AIMP2	3.70E-05	4.80E-07	-5.495639	6.08817	-0.24975193	AIMP2	
SLC12A4	3.71E-05	4.83E-07	5.494242	6.08276	0.19027434	SLC12A4	
FOXC1	3.71E-05	4.84E-07	5.493878	6.08135	0.75022657	FOXC1	
GLT25D1	3.72E-05	4.85E-07	5.493026	6.07805	0.43093946	GLT25D1	
ATP6V1D	3.72E-05	4.88E-07	-5.491925	6.07379	-0.60815081	ATP6V1D	
LRFN2	3.72E-05	4.88E-07	-5.491836	6.07344	-0.36848119	LRFN2	
LOC649355	3.74E-05	4.92E-07	-5.48979	6.06552	-0.13867793	LOC649355	
FANCF	3.86E-05	5.09E-07	-5.481197	6.03226	-0.17715174	FANCF	
HOMER3	3.91E-05	5.17E-07	5.477435	6.0177	0.3620508	HOMER3	
FMNL2	3.91E-05	5.19E-07	5.476527	6.01419	0.35646829	FMNL2	
PSTPIP1	3.91E-05	5.19E-07	5.476501	6.01409	0.16151827	PSTPIP1	
FLJ25363	3.91E-05	5.21E-07	5.475701	6.011	0.69708972	FLJ25363	
LOC729120	3.91E-05	5.22E-07	5.475163	6.00892	0.59769066	LOC729120	
RTKN2	3.92E-05	5.24E-07	-5.474256	6.00541	-0.11359671	RTKN2	
PNOC	3.92E-05	5.25E-07	-5.473559	6.00271	-0.14209525	PNOC	
HPCA	3.98E-05	5.35E-07	-5.469023	5.98517	-0.80467326	HPCA	
AXUD1	4.06E-05	5.48E-07	5.463167	5.96254	0.65501272	AXUD1	
C8ORF37	4.06E-05	5.48E-07	5.46306	5.96213	0.36995846	C8ORF37	
C6ORF168	4.07E-05	5.51E-07	-5.46202	5.95811	-0.34053216	C6ORF168	
ATP2A2	4.14E-05	5.62E-07	-5.457147	5.93928	-0.61518758	ATP2A2	
PXN	4.15E-05	5.65E-07	5.45581	5.93412	0.2549108	PXN	
FLJ42562	4.16E-05	5.66E-07	-5.455147	5.93156	-0.22045758	FLJ42562	
FOXO4	4.19E-05	5.72E-07	5.452483	5.92128	0.71787087	FOXO4	
FGF12	4.21E-05	5.77E-07	-5.450542	5.91378	-0.68544228	FGF12	
BAAT	4.21E-05	5.78E-07	-5.450294	5.91282	-0.12100672	BAAT	
RTN4	4.22E-05	5.81E-07	-5.448854	5.90727	-0.65582149	RTN4	
TBCC	4.22E-05	5.82E-07	-5.448605	5.9063	-0.28769015	TBCC	
GAD1	4.25E-05	5.87E-07	-5.446237	5.89716	-0.88740459	GAD1	
OTUB1	4.28E-05	5.93E-07	-5.443749	5.88757	-0.37834143	OTUB1	
MCL1	4.36E-05	6.06E-07	5.438566	5.86757	0.47877244	MCL1	
TMEM111	4.39E-05	6.11E-07	-5.436287	5.85878	-0.22581814	TMEM111	
TOMM20	4.44E-05	6.19E-07	-5.433387	5.8476	-0.70899533	TOMM20	
HS.344170	4.60E-05	6.43E-07	-5.423772	5.81055	-0.34955631	HS.344170	
CDH22	4.60E-05	6.45E-07	-5.423171	5.80824	-0.35496733	CDH22	
UIMC1	4.61E-05	6.47E-07	5.422397	5.80526	0.31582046	UIMC1	
ATG16L2	4.61E-05	6.48E-07	5.421965	5.80359	0.26551308	ATG16L2	
CTXN2	4.64E-05	6.56E-07	-5.418927	5.79189	-0.23111843	CTXN2	
RLBP1L1	4.64E-05	6.56E-07	-5.418763	5.79126	-0.17685927	RLBP1L1	
LOC91664	4.67E-05	6.61E-07	5.416911	5.78413	0.12648598	LOC91664	
YJEFN3	4.68E-05	6.65E-07	-5.415619	5.77916	-0.38348488	YJEFN3	
YY1	4.72E-05	6.73E-07	5.412489	5.76711	0.32347428	YY1	
SFRS1	4.72E-05	6.73E-07	5.412464	5.76701	0.22371344	SFRS1	
KLF15	4.73E-05	6.76E-07	5.411624	5.76378	0.5075501	KLF15	
TUBB3	4.75E-05	6.81E-07	-5.40974	5.75653	-0.74005484	TUBB3	
KIAA1467	4.77E-05	6.85E-07	-5.408356	5.7512	-0.67543663	KIAA1467	
CCDC46	4.78E-05	6.88E-07	5.407237	5.7469	0.18427417	CCDC46	
SLC2A11	4.78E-05	6.89E-07	-5.40666	5.74468	-0.1817468	SLC2A11	
C5ORF13	4.79E-05	6.91E-07	-5.405903	5.74177	-0.5505578	C5ORF13	
TAC1	4.80E-05	6.95E-07	-5.40478	5.73745	-0.3000644	TAC1	
RNF130	4.80E-05	6.97E-07	5.404068	5.73471	0.46394411	RNF130	
ATP11C	4.80E-05	6.99E-07	5.403056	5.73082	0.17865831	ATP11C	
SPRR2G	4.80E-05	7.00E-07	-5.402732	5.72957	-0.12985455	SPRR2G	
STXBP1	4.80E-05	7.01E-07	-5.402529	5.72879	-1.00059436	STXBP1	
VPRBP	4.83E-05	7.07E-07	5.400494	5.72096	0.08709015	VPRBP	
C6ORF160	4.83E-05	7.08E-07	5.400095	5.71943	0.57437436	C6ORF160	
RBP4	4.84E-05	7.11E-07	-5.398895	5.71482	-0.29272097	RBP4	
SCN2B	4.85E-05	7.15E-07	-5.397659	5.71007	-0.94177997	SCN2B	
RGS6	4.88E-05	7.21E-07	-5.395722	5.70262	-0.31592626	RGS6	
BFSP1	4.88E-05	7.22E-07	-5.395386	5.70133	-0.14781296	BFSP1	
MTMR11	4.88E-05	7.27E-07	5.393691	5.69481	0.27150071	MTMR11	
ALS2CR16	4.88E-05	7.27E-07	-5.393657	5.69468	-0.21449596	ALS2CR16	
CYP4A11	4.88E-05	7.27E-07	-5.393556	5.6943	-0.22345354	CYP4A11	
GLTP	4.93E-05	7.36E-07	5.390611	5.68298	0.50601461	GLTP	
HS.390250	4.94E-05	7.38E-07	-5.389711	5.67952	-0.92857491	HS.390250	
CIRBP	4.96E-05	7.43E-07	-5.388283	5.67404	-0.72687035	CIRBP	
MDP1	5.00E-05	7.51E-07	-5.385568	5.66361	-0.26929616	MDP1	
PTH2R	5.00E-05	7.52E-07	-5.38511	5.66185	-0.59815995	PTH2R	
IL17RB	5.11E-05	7.70E-07	5.379181	5.63909	0.62015296	IL17RB	
MESDC1	5.14E-05	7.77E-07	-5.3772	5.63149	-0.14559656	MESDC1	
GPR4	5.14E-05	7.78E-07	5.376604	5.6292	0.6010057	GPR4	
PDCD4	5.16E-05	7.84E-07	5.37497	5.62293	0.62095876	PDCD4	
ACSL6	5.21E-05	7.92E-07	-5.372332	5.6128	-0.13018935	ACSL6	
DNAJA2	5.22E-05	7.95E-07	-5.371441	5.60939	-0.42543982	DNAJA2	
CAPRIN1	5.25E-05	8.02E-07	-5.369255	5.60101	-0.37720336	CAPRIN1	
NFATC4	5.26E-05	8.05E-07	5.368316	5.5974	0.10769284	NFATC4	
NDUFC1	5.32E-05	8.16E-07	-5.364895	5.58428	-0.2450973	NDUFC1	
MDH2	5.32E-05	8.17E-07	-5.364713	5.58359	-0.41024724	MDH2	
SETD2	5.32E-05	8.19E-07	5.364086	5.58119	0.21398609	SETD2	
TCEAL6	5.38E-05	8.30E-07	-5.360698	5.5682	-0.70993988	TCEAL6	
RGS4	5.38E-05	8.32E-07	-5.360172	5.56618	-1.51445326	RGS4	
NSBP1	5.39E-05	8.34E-07	5.359459	5.56345	0.26497233	NSBP1	
PLOD1	5.40E-05	8.39E-07	5.358057	5.55808	0.64164996	PLOD1	
C2CD2	5.40E-05	8.40E-07	5.357658	5.55655	0.39466916	C2CD2	
HS.19339	5.40E-05	8.42E-07	-5.357114	5.55447	-0.38189591	HS.19339	
LOC100131289	5.40E-05	8.43E-07	-5.356777	5.55317	-0.12760418	LOC100131289	
RCAN2	5.41E-05	8.47E-07	-5.355621	5.54875	-0.84504731	RCAN2	
PSCDBP	5.42E-05	8.50E-07	5.354809	5.54563	0.11972134	PSCDBP	
SNORD104	5.44E-05	8.55E-07	5.353253	5.53967	0.32165241	SNORD104	
GPER	5.44E-05	8.57E-07	5.352758	5.53778	0.81503624	GPER	
NOL4	5.45E-05	8.59E-07	-5.352198	5.53563	-0.50865855	NOL4	
DNM3	5.45E-05	8.61E-07	-5.351585	5.53329	-0.77344067	DNM3	
SC5DL	5.46E-05	8.65E-07	-5.350512	5.52918	-0.78931201	SC5DL	
GPN1	5.46E-05	8.67E-07	-5.350003	5.52723	-0.29075193	GPN1	
ARRDC2	5.46E-05	8.69E-07	5.349408	5.52495	0.3400881	ARRDC2	
WSCD1	5.46E-05	8.70E-07	5.348953	5.52321	0.54556997	WSCD1	
ZC3H12C	5.47E-05	8.77E-07	5.347181	5.51642	0.3635782	ZC3H12C	
ATP5H	5.47E-05	8.78E-07	-5.346861	5.5152	-0.42002204	ATP5H	
CHMP4B	5.47E-05	8.78E-07	-5.346853	5.51517	-0.28147992	CHMP4B	
LOC644596	5.47E-05	8.79E-07	-5.34649	5.51378	-0.31194796	LOC644596	
LOC642031	5.50E-05	8.84E-07	5.344994	5.50805	0.67502655	LOC642031	
LOC283932	5.50E-05	8.87E-07	5.344325	5.50549	0.31662589	LOC283932	
ALPP	5.53E-05	8.94E-07	5.342298	5.49773	0.51429214	ALPP	
LCMT1	5.53E-05	8.94E-07	-5.342225	5.49745	-0.28126189	LCMT1	
FAHD1	5.54E-05	9.00E-07	-5.340765	5.49187	-0.31553754	FAHD1	
PSMD1	5.54E-05	9.00E-07	-5.340742	5.49178	-0.34404728	PSMD1	
INPPL1	5.56E-05	9.04E-07	5.339422	5.48673	0.70826672	INPPL1	
MOBKL3	5.58E-05	9.13E-07	-5.337152	5.47804	-0.52924084	MOBKL3	
CSF2RA	5.58E-05	9.13E-07	5.336996	5.47745	0.5878146	CSF2RA	
STAT5A	5.58E-05	9.14E-07	5.336727	5.47642	0.36744427	STAT5A	
WBP5	5.58E-05	9.17E-07	5.336076	5.47393	0.39757187	WBP5	
LOC100130053	5.58E-05	9.18E-07	5.335792	5.47284	0.7236332	LOC100130053	
UBE2W	5.58E-05	9.18E-07	-5.335649	5.4723	-0.37538096	UBE2W	
HMGA1	5.60E-05	9.24E-07	-5.334173	5.46665	-0.21511819	HMGA1	
ADAM23	5.61E-05	9.29E-07	-5.332712	5.46107	-0.57912544	ADAM23	
PCMT1	5.61E-05	9.31E-07	-5.332347	5.45967	-0.57648144	PCMT1	
ATP1A3	5.61E-05	9.31E-07	-5.332201	5.45911	-0.49922751	ATP1A3	
FOXO1	5.61E-05	9.35E-07	5.331267	5.45554	0.41979665	FOXO1	
TNFRSF1B	5.61E-05	9.37E-07	5.330667	5.45325	0.70247595	TNFRSF1B	
NBEAL2	5.61E-05	9.38E-07	5.330454	5.45243	0.30689626	NBEAL2	
FAM127A	5.61E-05	9.38E-07	-5.330253	5.45167	-0.35787369	FAM127A	
HLA-DMB	5.63E-05	9.44E-07	5.328665	5.4456	0.69633206	HLA-DMB	
SGIP1	5.63E-05	9.47E-07	-5.328078	5.44335	-0.58915098	SGIP1	
TMEM137	5.63E-05	9.48E-07	5.327813	5.44234	0.77984379	TMEM137	
TFAP2C	5.63E-05	9.49E-07	5.327536	5.44128	0.24574236	TFAP2C	
PRMT8	5.66E-05	9.57E-07	-5.325448	5.4333	-0.27412662	PRMT8	
HS.575222	5.66E-05	9.58E-07	5.325065	5.43184	0.14130198	HS.575222	
GDF10	5.66E-05	9.59E-07	-5.324932	5.43133	-0.35991621	GDF10	
SEZ6L2	5.68E-05	9.64E-07	-5.323551	5.42605	-0.4215723	SEZ6L2	
CA10	5.70E-05	9.71E-07	-5.321749	5.41917	-0.54280655	CA10	
TMEM216	5.70E-05	9.71E-07	5.321703	5.41899	0.44193768	TMEM216	
GABARAPL1	5.73E-05	9.79E-07	-5.319816	5.41178	-0.75823667	GABARAPL1	
WBP2	5.73E-05	9.81E-07	-5.319133	5.40917	-0.38299945	WBP2	
LEPREL1	5.73E-05	9.82E-07	5.31891	5.40832	0.34432312	LEPREL1	
ASTN1	5.73E-05	9.83E-07	-5.31875	5.40771	-0.39066376	ASTN1	
RET	5.75E-05	9.89E-07	-5.317232	5.40191	-0.0942375	RET	
HLA-DMA	5.76E-05	9.93E-07	5.316307	5.39838	0.65761085	HLA-DMA	
LOC440132	5.80E-05	1.00E-06	-5.314074	5.38986	-0.10397974	LOC440132	
HPCAL1	5.80E-05	1.00E-06	-5.313715	5.38848	-0.47833885	HPCAL1	
NDRG4	5.82E-05	1.01E-06	-5.312692	5.38458	-0.39231196	NDRG4	
HAVCR2	5.84E-05	1.02E-06	5.310703	5.37699	0.5433798	HAVCR2	
SYDE1	5.84E-05	1.02E-06	5.310556	5.37643	0.38101655	SYDE1	
LOC653496	5.85E-05	1.02E-06	5.309907	5.37395	0.41396177	LOC653496	
MAFF	5.86E-05	1.02E-06	5.309028	5.3706	0.2667209	MAFF	
ABCC12	5.93E-05	1.04E-06	-5.305564	5.35738	-0.3993389	ABCC12	NA
PNKD	5.94E-05	1.04E-06	-5.304623	5.35379	-0.45969086	PNKD	
HABP4	6.02E-05	1.06E-06	-5.301114	5.34041	-0.32714545	HABP4	
C9ORF80	6.02E-05	1.06E-06	5.300655	5.33866	0.37559512	C9ORF80	
CARTPT	6.02E-05	1.06E-06	-5.299966	5.33603	-0.4631042	CARTPT	
HS.461819	6.05E-05	1.07E-06	-5.298478	5.33035	-0.30290746	HS.461819	
SCOC	6.07E-05	1.07E-06	-5.296864	5.3242	-0.62647985	SCOC	
C21ORF88	6.07E-05	1.07E-06	5.296598	5.32319	0.07230212	C21ORF88	
HSPB8	6.07E-05	1.08E-06	5.295913	5.32058	0.52195777	HSPB8	
TM2D2	6.07E-05	1.08E-06	-5.295572	5.31928	-0.45668622	TM2D2	
THY1	6.08E-05	1.08E-06	-5.294899	5.31671	-0.61407087	THY1	
DUS4L	6.16E-05	1.10E-06	-5.291197	5.3026	-0.33177652	DUS4L	
LOC728014	6.17E-05	1.10E-06	5.290257	5.29902	0.562284	LOC728014	
CCDC115	6.17E-05	1.10E-06	-5.290051	5.29824	-0.31619503	CCDC115	
CAST	6.23E-05	1.12E-06	5.287111	5.28704	0.32645698	CAST	
IGSF3	6.25E-05	1.12E-06	-5.285917	5.28249	-0.39576069	IGSF3	
BBX	6.27E-05	1.13E-06	5.284551	5.27729	0.39730373	BBX	
MORC4	6.28E-05	1.13E-06	5.283481	5.27322	0.11586325	MORC4	
TMEM130	6.28E-05	1.13E-06	-5.283341	5.27268	-0.73156607	TMEM130	
SNORA18	6.33E-05	1.14E-06	-5.280745	5.2628	-0.23585824	SNORA18	
HDDC3	6.33E-05	1.15E-06	-5.280312	5.26115	-0.21953323	HDDC3	
LOC652900	6.33E-05	1.15E-06	-5.28006	5.26019	-0.62624105	LOC652900	
UBASH3B	6.36E-05	1.16E-06	-5.278387	5.25382	-0.23624889	UBASH3B	
SUB1	6.38E-05	1.16E-06	-5.277025	5.24864	-0.5725073	SUB1	
LOC100129828	6.48E-05	1.18E-06	5.272296	5.23065	0.69656677	LOC100129828	
TBC1D7	6.48E-05	1.19E-06	-5.272155	5.23011	-0.40562004	TBC1D7	
GRIN2A	6.48E-05	1.19E-06	-5.272103	5.22991	-0.49070352	GRIN2A	
FKBP1A	6.53E-05	1.20E-06	-5.269513	5.22006	-0.4910027	FKBP1A	
LOC646630	6.61E-05	1.21E-06	-5.26624	5.20761	-0.45402438	LOC646630	
SEH1L	6.61E-05	1.21E-06	-5.265944	5.20649	-0.40273427	SEH1L	
KCNG3	6.63E-05	1.23E-06	-5.263663	5.19782	-0.19888833	KCNG3	
EGR3	6.63E-05	1.23E-06	-5.26352	5.19727	-0.3822328	EGR3	
VTA1	6.63E-05	1.23E-06	-5.2632	5.19606	-0.42004469	VTA1	
IQSEC2	6.63E-05	1.23E-06	-5.26298	5.19522	-0.32913514	IQSEC2	
PSMA5	6.63E-05	1.23E-06	-5.262955	5.19513	-0.36804182	PSMA5	
POFUT1	6.65E-05	1.23E-06	5.261906	5.19114	0.36673359	POFUT1	
RASAL3	6.66E-05	1.24E-06	5.260771	5.18683	0.44972128	RASAL3	
MAP3K6	6.66E-05	1.24E-06	5.260475	5.1857	0.48919593	MAP3K6	
TCERG1	6.67E-05	1.25E-06	-5.259437	5.18176	-0.18479625	TCERG1	
HS.335413	6.67E-05	1.25E-06	5.259163	5.18071	0.25322968	HS.335413	
LOC400446	6.73E-05	1.26E-06	5.256682	5.17129	0.62258875	LOC400446	
BAIAP2	6.77E-05	1.27E-06	-5.254724	5.16385	-0.25618781	BAIAP2	
HS.434957	6.77E-05	1.27E-06	5.254481	5.16293	0.28229869	HS.434957	
PARD3	6.81E-05	1.28E-06	5.25239	5.15499	0.11611848	PARD3	
GPI	6.81E-05	1.28E-06	-5.252114	5.15394	-0.56868235	GPI	
KLC2	6.82E-05	1.29E-06	-5.251031	5.14983	-0.14061712	KLC2	
GDAP1L1	6.82E-05	1.29E-06	-5.250654	5.1484	-0.22617584	GDAP1L1	
IL9	6.85E-05	1.30E-06	-5.249222	5.14296	-0.06674081	IL9	
PODN	6.94E-05	1.32E-06	5.245081	5.12724	0.37786707	PODN	
GLO1	6.94E-05	1.32E-06	-5.244846	5.12635	-0.55814972	GLO1	
LARGE	6.94E-05	1.32E-06	-5.244735	5.12593	-0.38867841	LARGE	
LOC100134361	6.94E-05	1.33E-06	5.244118	5.12359	0.29012988	LOC100134361	
KIAA1107	6.94E-05	1.33E-06	-5.244093	5.12349	-1.05962546	KIAA1107	
VGLL4	7.10E-05	1.36E-06	5.237123	5.09705	0.4140059	VGLL4	
GDAP1	7.10E-05	1.36E-06	-5.237038	5.09673	-0.42484002	GDAP1	
TOMM70A	7.10E-05	1.36E-06	-5.236908	5.09624	-0.49091754	TOMM70A	
LOC643336	7.13E-05	1.37E-06	-5.235546	5.09107	-0.5947455	LOC643336	
KLF6	7.13E-05	1.37E-06	5.235098	5.08937	0.39893488	KLF6	
LYAR	7.16E-05	1.39E-06	5.232872	5.08093	0.22734361	LYAR	
C16ORF75	7.16E-05	1.39E-06	-5.232648	5.08008	-0.31166948	C16ORF75	
CLN8	7.16E-05	1.39E-06	5.232386	5.07909	0.27785646	CLN8	
FOXJ3	7.16E-05	1.39E-06	-5.232293	5.07873	-0.30327891	FOXJ3	
LOC401442	7.20E-05	1.40E-06	-5.22969	5.06887	-0.14117042	LOC401442	
PAK1	7.20E-05	1.41E-06	-5.229194	5.06699	-1.02334547	PAK1	
LOC644684	7.20E-05	1.41E-06	-5.229082	5.06657	-0.23193646	LOC644684	
DCUN1D5	7.20E-05	1.41E-06	-5.228735	5.06525	-0.31626214	DCUN1D5	
NRGN	7.20E-05	1.41E-06	-5.228532	5.06448	-0.89968291	NRGN	
CD83	7.20E-05	1.41E-06	-5.228516	5.06442	-0.46165686	CD83	
USP11	7.21E-05	1.41E-06	-5.227963	5.06233	-0.4995816	USP11	
HS.538259	7.24E-05	1.42E-06	-5.226291	5.05599	-0.75850039	HS.538259	
MAL2	7.24E-05	1.42E-06	-5.226076	5.05518	-1.10487048	MAL2	
NMNAT2	7.26E-05	1.43E-06	-5.225058	5.05132	-0.68194965	NMNAT2	
C16ORF68	7.36E-05	1.45E-06	-5.221277	5.037	-0.21152672	C16ORF68	
ATP6V0E1	7.37E-05	1.46E-06	5.220334	5.03343	0.39198038	ATP6V0E1	
FAM84B	7.39E-05	1.46E-06	5.219403	5.0299	0.37026763	FAM84B	
MIR199A1	7.42E-05	1.47E-06	-5.217787	5.02378	-0.06899419	MIR199A1	
LIN7B	7.46E-05	1.48E-06	-5.216217	5.01784	-0.52302259	LIN7B	
FOXD1	7.48E-05	1.49E-06	5.215039	5.01338	0.53488337	FOXD1	
