"","ENSEMBL","Length","SYMBOL","ENTREZID"
"484","ENSMUSG00000002804",1587,"Nudt14","66174"
"485","ENSMUSG00000002808",2745,"Epdr1","105298"
"486","ENSMUSG00000002812",5039,"Flii","14248"
"487","ENSMUSG00000002814",4599,"Top3a","21975"
"488","ENSMUSG00000002820",7264,"Atg4d","235040"
"489","ENSMUSG00000002825",1973,"Qtrt1","60507"
"490","ENSMUSG00000002831",6350,"Plin4","57435"
"491","ENSMUSG00000002833",4876,"Hdgfl2","15193"
"492","ENSMUSG00000002835",8854,"Chaf1a","27221"
"493","ENSMUSG00000002844",2966,"Adprh","11544"
"494","ENSMUSG00000002845",4094,"Tmem39a","67846"
"495","ENSMUSG00000002846",1784,"Timmdc1","76916"
"496","ENSMUSG00000002847",2009,"Pla1a","85031"
"497","ENSMUSG00000002870",6956,"Mcm2","17216"
"498","ENSMUSG00000002871",4171,"Tpra1","24100"
"499","ENSMUSG00000002881",4100,"Nab1","17936"
"500","ENSMUSG00000002885",3757,"Adgre5","26364"
"501","ENSMUSG00000002897",8662,"Il17ra","16172"
"502","ENSMUSG00000002900",9917,"Lamb1","16777"
"503","ENSMUSG00000002908",4587,"Kcnn1","84036"
"504","ENSMUSG00000002910",3232,"Arrdc2","70807"
"505","ENSMUSG00000002930",1757,"Ppp1r17","19051"
"506","ENSMUSG00000002944",3590,"Cd36","12491"
"507","ENSMUSG00000002948",3829,"Map2k7","26400"
"508","ENSMUSG00000002949",3664,"Timm44","21856"
"509","ENSMUSG00000002957",5663,"Ap2a2","11772"
"510","ENSMUSG00000002963",3250,"Pnkp","59047"
"511","ENSMUSG00000002968",7629,"Med25","75613"
"512","ENSMUSG00000002980",3199,"Bcam","57278"
"513","ENSMUSG00000002981",6210,"Clptm1","56457"
"514","ENSMUSG00000002983",3885,"Relb","19698"
"515","ENSMUSG00000002984",4513,"Tomm40","53333"
"516","ENSMUSG00000002985",2138,"Apoe","11816"
"517","ENSMUSG00000002992",813,"Apoc2","11813"
"518","ENSMUSG00000002996",6167,"Hbp1","73389"
"519","ENSMUSG00000002997",3652,"Prkar2b","19088"
"520","ENSMUSG00000003031",4552,"Cdkn1b","12576"
"521","ENSMUSG00000003032",3049,"Klf4","16600"
"522","ENSMUSG00000003033",3184,"Ap1m1","11767"
"523","ENSMUSG00000003037",4678,"Rab8a","17274"
"524","ENSMUSG00000003038",3060,"Hmgn2","15331"
"525","ENSMUSG00000003039",4409,"Fam32a","67922"
"526","ENSMUSG00000003051",2217,"Elf3","13710"
"527","ENSMUSG00000003053",3061,"Cyp2c29","13095"
"528","ENSMUSG00000003062",5600,"Stard3nl","76205"
"529","ENSMUSG00000003068",4580,"Stk11","20869"
"530","ENSMUSG00000003070",2131,"Efna2","13637"
"531","ENSMUSG00000003072",1928,"Atp5d","66043"
"532","ENSMUSG00000003099",3136,"Ppp5c","19060"
"533","ENSMUSG00000003119",11730,"Cdk12","69131"
"534","ENSMUSG00000003123",5886,"Lipe","16890"
"535","ENSMUSG00000003131",8266,"Pafah1b2","18475"
"536","ENSMUSG00000003134",5239,"Tbc1d8","54610"
"537","ENSMUSG00000003135",3508,"Cnot11","52846"
"538","ENSMUSG00000003153",7245,"Slc2a3","20527"
"539","ENSMUSG00000003154",5346,"Foxj2","60611"
"540","ENSMUSG00000003161",4852,"Sri","109552"
"541","ENSMUSG00000003166",6853,"Dgcr2","13356"
"542","ENSMUSG00000003184",3442,"Irf3","54131"
"543","ENSMUSG00000003190",1976,"Bcl2l12","75736"
"544","ENSMUSG00000003198",2448,"Zfp959","224893"
"545","ENSMUSG00000003199",2305,"Mpnd","68047"
"546","ENSMUSG00000003200",5012,"Sh3gl1","20405"
"547","ENSMUSG00000003206",1154,"Ebi3","50498"
"548","ENSMUSG00000003208",4956,"Yju2","72886"
"549","ENSMUSG00000003226",11728,"Ranbp2","19386"
"550","ENSMUSG00000003227",3637,"Edar","13608"
"551","ENSMUSG00000003228",7055,"Grk5","14773"
"552","ENSMUSG00000003233",6410,"Dvl3","13544"
"553","ENSMUSG00000003234",3558,"Abcf3","27406"
"554","ENSMUSG00000003235",2595,"Eif2b5","224045"
"555","ENSMUSG00000003269",3445,"Cyth2","19158"
"556","ENSMUSG00000003271",3950,"Sult2b1","54200"
"557","ENSMUSG00000003271",3950,"Gm5897","545963"
"558","ENSMUSG00000003273",1926,"Car11","12348"
"559","ENSMUSG00000003279",17890,"Dlgap1","224997"
"560","ENSMUSG00000003282",8487,"Plag1","56711"
"561","ENSMUSG00000003283",2092,"Hck","15162"
"562","ENSMUSG00000003299",2617,"Mrpl4","66163"
"563","ENSMUSG00000003308",4693,"Keap1","50868"
"564","ENSMUSG00000003309",3140,"Ap1m2","11768"
"565","ENSMUSG00000003316",7090,"Glg1","20340"
"566","ENSMUSG00000003341",4713,"Atp8b3","67331"
"567","ENSMUSG00000003344",3009,"Btbd2","208198"
"568","ENSMUSG00000003345",4835,"Csnk1g2","103236"
"569","ENSMUSG00000003346",1547,"Abhd17a","216169"
"570","ENSMUSG00000003348",3254,"Mob3a","208228"
"571","ENSMUSG00000003352",4010,"Cacnb3","12297"
"572","ENSMUSG00000003354",1992,"Ccdc65","105833"
"573","ENSMUSG00000003355",2706,"Fkbp11","66120"
"574","ENSMUSG00000003360",6229,"Ddx23","74351"
"575","ENSMUSG00000003363",2924,"Pld3","18807"
"576","ENSMUSG00000003378",5168,"Grik5","14809"
"577","ENSMUSG00000003379",1457,"Cd79a","12518"
"578","ENSMUSG00000003380",1523,"Rabac1","14470"
"579","ENSMUSG00000003382",10274,"Etv3","27049"
"580","ENSMUSG00000003402",4275,"Prkcsh","19089"
"581","ENSMUSG00000003410",6890,"Elavl3","15571"
"582","ENSMUSG00000003411",3524,"Rab3b","69908"
"583","ENSMUSG00000003418",7664,"St8sia6","241230"
"584","ENSMUSG00000003420",2102,"Fcgrt","14132"
"585","ENSMUSG00000003421",2800,"Nosip","66394"
"586","ENSMUSG00000003423",2020,"Pih1d1","68845"
"587","ENSMUSG00000003429",865,"Rps11","27207"
"588","ENSMUSG00000003435",5764,"Supt5","20924"
"589","ENSMUSG00000003436",2850,"Dll3","13389"
"590","ENSMUSG00000003437",3438,"Paf1","54624"
"591","ENSMUSG00000003438",2684,"Timm50","66525"
"592","ENSMUSG00000003444",1281,"Med29","67224"
"593","ENSMUSG00000003452",27373,"Bicd1","12121"
"594","ENSMUSG00000003458",3975,"Ncstn","59287"
"595","ENSMUSG00000003464",3815,"Pex19","19298"
"596","ENSMUSG00000003469",2910,"Phyhip","105653"
"597","ENSMUSG00000003476",5115,"Crhr2","12922"
"598","ENSMUSG00000003477",1600,"Inmt","21743"
"599","ENSMUSG00000003484",1855,"Cyp4f18","72054"
"600","ENSMUSG00000003500",3294,"Impdh1","23917"
"601","ENSMUSG00000003505",3232,"Psg18","26438"
"602","ENSMUSG00000003518",4682,"Dusp3","72349"
"603","ENSMUSG00000003526",7797,"Prodh","19125"
"604","ENSMUSG00000003527",4231,"Ess2","27886"
"605","ENSMUSG00000003528",2164,"Slc25a1","13358"
"606","ENSMUSG00000003531",2985,"Dgcr6","13353"
"607","ENSMUSG00000003534",4774,"Ddr1","12305"
"608","ENSMUSG00000003541",1131,"Ier3","15937"
"609","ENSMUSG00000003545",6243,"Fosb","14282"
"610","ENSMUSG00000003546",2377,"Klc4","74764"
"611","ENSMUSG00000003549",3111,"Ercc1","13870"
"612","ENSMUSG00000003555",2769,"Cyp17a1","13074"
"613","ENSMUSG00000003559",3212,"As3mt","57344"
"614","ENSMUSG00000003573",3440,"Homer3","26558"
"615","ENSMUSG00000003575",11182,"Crtc1","382056"
"616","ENSMUSG00000003581",2232,"Rnf215","71673"
"617","ENSMUSG00000003585",3505,"Sec14l2","67815"
"618","ENSMUSG00000003604",5001,"Aven","74268"
"619","ENSMUSG00000003617",9566,"Cp","12870"
"620","ENSMUSG00000003623",5456,"Crot","74114"
"621","ENSMUSG00000003644",4258,"Rps6ka1","20111"
"622","ENSMUSG00000003657",1743,"Calb2","12308"
"623","ENSMUSG00000003660",7819,"Snrnp200","320632"
"624","ENSMUSG00000003662",3197,"Ciao1","26371"
"625","ENSMUSG00000003665",4518,"Has1","15116"
"626","ENSMUSG00000003680",5017,"Taf6l","225895"
"627","ENSMUSG00000003680",5017,"Gm2518","100039957"
"628","ENSMUSG00000003721",3473,"Insig2","72999"
"629","ENSMUSG00000003731",6729,"Kpna6","16650"
"630","ENSMUSG00000003746",9647,"Man1a","17155"
"631","ENSMUSG00000003752",5285,"Itpkc","233011"
"632","ENSMUSG00000003762",5586,"Coq8b","76889"
"633","ENSMUSG00000003778",10633,"Brd8","78656"
"634","ENSMUSG00000003779",4338,"Kif20a","19348"
"635","ENSMUSG00000003808",4538,"Farsa","66590"
"636","ENSMUSG00000003809",2754,"Gcdh","270076"
"637","ENSMUSG00000003810",8140,"Mast2","17776"
"638","ENSMUSG00000003812",5389,"Dnase2a","13423"
"639","ENSMUSG00000003812",5389,"Gm38426","100503676"
"640","ENSMUSG00000003813",2577,"Rad23a","19358"
"641","ENSMUSG00000003814",2880,"Calr","12317"
"642","ENSMUSG00000003824",1968,"Syce2","71846"
"643","ENSMUSG00000003847",18378,"Nfat5","54446"
"644","ENSMUSG00000003848",3486,"Nob1","67619"
"645","ENSMUSG00000003849",1553,"Nqo1","18104"
"646","ENSMUSG00000003863",7899,"Ppfia3","76787"
"647","ENSMUSG00000003865",4789,"Gys1","14936"
"648","ENSMUSG00000003868",2902,"Ruvbl2","20174"
"649","ENSMUSG00000003872",1463,"Lin7b","22342"
"650","ENSMUSG00000003873",1576,"Bax","12028"
"651","ENSMUSG00000003882",4663,"Il7r","16197"
"652","ENSMUSG00000003923",4438,"Tfam","21780"
"653","ENSMUSG00000003929",6790,"Zfp81","224694"
"654","ENSMUSG00000003934",3183,"Efnb3","13643"
"655","ENSMUSG00000003948",3581,"Mmd","67468"
"656","ENSMUSG00000003949",6681,"Hlf","217082"
"657","ENSMUSG00000003955",850,"Fam162a","70186"
"658","ENSMUSG00000003970",1359,"Rpl8","26961"
"659","ENSMUSG00000003974",3049,"Grm3","108069"
"660","ENSMUSG00000003992",7985,"Ssbp2","66970"
"661","ENSMUSG00000004018",3372,"Fancl","67030"
"662","ENSMUSG00000004031",8767,"Brinp2","240843"
"663","ENSMUSG00000004032",1278,"Gstm5","14866"
"664","ENSMUSG00000004035",1601,"Gstm7","68312"
"665","ENSMUSG00000004038",1311,"Gstm3","14864"
"666","ENSMUSG00000004040",9527,"Stat3","20848"
"667","ENSMUSG00000004043",7133,"Stat5a","20850"
"668","ENSMUSG00000004044",3587,"Cavin1","19285"
"669","ENSMUSG00000004054",4393,"Map3k11","26403"
"670","ENSMUSG00000004056",7131,"Akt2","11652"
"671","ENSMUSG00000004069",3912,"Dnaja3","83945"
"672","ENSMUSG00000004070",2217,"Hmox2","15369"
"673","ENSMUSG00000004071",10094,"Cdip1","66626"
"674","ENSMUSG00000004085",10175,"Map3k20","65964"
"675","ENSMUSG00000004096",1571,"Cwc15","66070"
"676","ENSMUSG00000004098",6809,"Col5a3","53867"
"677","ENSMUSG00000004099",7377,"Dnmt1","13433"
"678","ENSMUSG00000004100",4004,"Ppan","235036"
"679","ENSMUSG00000004105",6286,"Angptl2","26360"
"680","ENSMUSG00000004110",25228,"Cacna1e","12290"
"681","ENSMUSG00000004113",9942,"Cacna1b","12287"
"682","ENSMUSG00000004127",7976,"Trmt10a","108943"
"683","ENSMUSG00000004151",13296,"Etv1","14009"
"684","ENSMUSG00000004187",3932,"Kifc2","16581"
"685","ENSMUSG00000004207",2744,"Psap","19156"
"686","ENSMUSG00000004221",8110,"Ikbkg","16151"
"687","ENSMUSG00000004231",5409,"Pax2","18504"
"688","ENSMUSG00000004233",5946,"Wars2","70560"
"689","ENSMUSG00000004263",4600,"Atn1","13498"
"690","ENSMUSG00000004264",3718,"Phb2","12034"
"691","ENSMUSG00000004266",2802,"Ptpn6","15170"
"692","ENSMUSG00000004267",4705,"Eno2","13807"
"693","ENSMUSG00000004268",4632,"Emg1","14791"
"694","ENSMUSG00000004270",3268,"Lpcat3","14792"
"695","ENSMUSG00000004285",1063,"Atp6v1f","66144"
"696","ENSMUSG00000004296",1967,"Il12b","16160"
"697","ENSMUSG00000004317",11452,"Clcn5","12728"
"698","ENSMUSG00000004319",17071,"Clcn3","12725"
"699","ENSMUSG00000004328",6710,"Hif3a","53417"
"700","ENSMUSG00000004341",1368,"Gpx6","75512"
"701","ENSMUSG00000004344",1674,"Gpx5","14780"
"702","ENSMUSG00000004347",20520,"Pde1c","18575"
"703","ENSMUSG00000004356",10199,"Utp20","70683"
"704","ENSMUSG00000004359",3841,"Spic","20728"
"705","ENSMUSG00000004360",5767,"9330159F19Rik","212448"
"706","ENSMUSG00000004364",4873,"Cul3","26554"
"707","ENSMUSG00000004366",721,"Sst","20604"
"708","ENSMUSG00000004371",2081,"Il11","16156"
"709","ENSMUSG00000004383",7976,"Large1","16795"
"710","ENSMUSG00000004393",2533,"Ddx56","52513"
"711","ENSMUSG00000004394",2178,"Tmed4","103694"
"712","ENSMUSG00000004415",8176,"Col26a1","140709"
"713","ENSMUSG00000004446",3550,"Bid","12122"
"714","ENSMUSG00000004451",4930,"Ralb","64143"
"715","ENSMUSG00000004455",3424,"Ppp1cc","19047"
"716","ENSMUSG00000004455",3424,"Ppp1ccb","434233"
"717","ENSMUSG00000004460",3236,"Dnajb11","67838"
"718","ENSMUSG00000004462",6939,"Tbccd1","70573"
"719","ENSMUSG00000004473",2978,"Clec11a","20256"
"720","ENSMUSG00000004500",4776,"Zfp324","243834"
"721","ENSMUSG00000004508",6168,"Gab2","14389"
"722","ENSMUSG00000004530",9664,"Coro1c","23790"
"723","ENSMUSG00000004535",9991,"Tax1bp1","52440"
"724","ENSMUSG00000004540",2100,"Psg17","26437"
"725","ENSMUSG00000004542",3205,"Psg19","26439"
"726","ENSMUSG00000004552",3170,"Ctse","13034"
"727","ENSMUSG00000004558",3397,"Ndrg2","29811"
"728","ENSMUSG00000004561",3970,"Mettl17","52535"
"729","ENSMUSG00000004562",10366,"Arhgef40","268739"
"730","ENSMUSG00000004565",9698,"Pnpla6","50767"
"731","ENSMUSG00000004567",7555,"Mcoln1","94178"
"732","ENSMUSG00000004568",13889,"Arhgef18","102098"
"733","ENSMUSG00000004591",12877,"Pkn2","109333"
"734","ENSMUSG00000004609",7771,"Cd33","12489"
"735","ENSMUSG00000004610",1164,"Etfb","110826"
"736","ENSMUSG00000004612",914,"Nkg7","72310"
"737","ENSMUSG00000004626",4159,"Stxbp2","20911"
"738","ENSMUSG00000004630",1828,"Pcp2","18545"
"739","ENSMUSG00000004631",10612,"Sgce","20392"
"740","ENSMUSG00000004633",5812,"Chn2","69993"
"741","ENSMUSG00000004637",10173,"Wwox","80707"
"742","ENSMUSG00000004642",6076,"Slbp","20492"
"743","ENSMUSG00000004651",7108,"Tyr","22173"
"744","ENSMUSG00000004654",3487,"Ghrhr","14602"
"745","ENSMUSG00000004655",2627,"Aqp1","11826"
"746","ENSMUSG00000004661",7976,"Arid3b","56380"
"747","ENSMUSG00000004665",2460,"Cnn2","12798"
"748","ENSMUSG00000004667",2670,"Polr2e","66420"
"749","ENSMUSG00000004668",19737,"Abca13","268379"
"750","ENSMUSG00000004677",7500,"Myo9b","17925"
"751","ENSMUSG00000004698",14838,"Hdac9","79221"
"752","ENSMUSG00000004707",3307,"Ly9","17085"
"753","ENSMUSG00000004709",4876,"Cd244a","18106"
"754","ENSMUSG00000004730",3238,"Adgre1","13733"
"755","ENSMUSG00000004748",1738,"Mtfp1","67900"
"756","ENSMUSG00000004768",8285,"Rab23","19335"
"757","ENSMUSG00000004771",2992,"Rab11a","53869"
"758","ENSMUSG00000004788",1885,"Eif2b2","217715"
"759","ENSMUSG00000004789",9559,"Dlst","78920"
"760","ENSMUSG00000004791",2903,"Pgf","18654"
"761","ENSMUSG00000004798",5977,"Ulk2","29869"
"762","ENSMUSG00000004814",1295,"Ccl24","56221"
"763","ENSMUSG00000004815",7189,"Dgkq","110524"
"764","ENSMUSG00000004821",763,"Tmed11","67366"
"765","ENSMUSG00000004837",1793,"Grap","71520"
"766","ENSMUSG00000004842",3891,"Pou1f1","18736"
"767","ENSMUSG00000004843",1928,"Chmp2b","68942"
"768","ENSMUSG00000004846",4519,"Plod3","26433"
"769","ENSMUSG00000004849",2198,"Ap1s1","11769"
"770","ENSMUSG00000004864",3150,"Mapk13","26415"
"771","ENSMUSG00000004865",12376,"Srpk1","20815"
"772","ENSMUSG00000004872",6187,"Pax3","18505"
"773","ENSMUSG00000004880",4761,"Lbr","98386"
"774","ENSMUSG00000004885",1322,"Crabp2","12904"
"775","ENSMUSG00000004891",6416,"Nes","18008"
"776","ENSMUSG00000004892",4064,"Bcan","12032"
"777","ENSMUSG00000004894",2371,"Hapln2","73940"
"778","ENSMUSG00000004895",2099,"Prcc","94315"
"779","ENSMUSG00000004896",6342,"Rrnad1","229503"
"780","ENSMUSG00000004897",2873,"Hdgf","15191"
"781","ENSMUSG00000004902",1911,"Slc25a18","71803"
"782","ENSMUSG00000004929",5059,"Thop1","50492"
"783","ENSMUSG00000004931",2890,"Apba3","57267"
"784","ENSMUSG00000004933",4594,"Matk","17179"
"785","ENSMUSG00000004934",3695,"Pias4","59004"
"786","ENSMUSG00000004936",3391,"Map2k1","26395"
"787","ENSMUSG00000004937",2876,"Sgta","52551"
"788","ENSMUSG00000004939",1854,"Nmrk2","69564"
"789","ENSMUSG00000004945",1837,"Tmem242","70544"
"790","ENSMUSG00000004947",7032,"Dtx2","74198"
"791","ENSMUSG00000004948",1323,"Zp3","22788"
"792","ENSMUSG00000004951",1031,"Hspb1","15507"
"793","ENSMUSG00000004952",7485,"Rasa4","54153"
"794","ENSMUSG00000004961",2380,"Syt5","53420"
"795","ENSMUSG00000004980",6584,"Hnrnpa2b1","53379"
"796","ENSMUSG00000004988",1957,"Fxyd4","108017"
"797","ENSMUSG00000004994",2694,"Ccdc130","67736"
"798","ENSMUSG00000004996",3273,"Mri1","67873"
"799","ENSMUSG00000005034",8772,"Prkacb","18749"
"800","ENSMUSG00000005043",4414,"Sgsh","27029"
"801","ENSMUSG00000005045",9583,"Chd5","269610"
"802","ENSMUSG00000005054",603,"Cstb","13014"
"803","ENSMUSG00000005057",5406,"Sh2b2","23921"
"804","ENSMUSG00000005069",3943,"Pex5","19305"
"805","ENSMUSG00000005078",2692,"Jkamp","104771"
"806","ENSMUSG00000005087",6776,"Cd44","12505"
"807","ENSMUSG00000005089",13133,"Slc1a2","20511"
"808","ENSMUSG00000005102",7457,"Eif2ak4","27103"
"809","ENSMUSG00000005103",8899,"Wdr1","22388"
"810","ENSMUSG00000005107",5083,"Slc2a9","117591"
"811","ENSMUSG00000005124",5565,"Ccn4","22402"
"812","ENSMUSG00000005125",6596,"Ndrg1","17988"
"813","ENSMUSG00000005131",3539,"4930550C14Rik","75311"
"814","ENSMUSG00000005142",8026,"Man2b1","17159"
"815","ENSMUSG00000005148",5201,"Klf5","12224"
"816","ENSMUSG00000005150",2818,"Wdr83","67836"
"817","ENSMUSG00000005161",3050,"Prdx2","21672"
"818","ENSMUSG00000005198",7067,"Polr2a","20020"
"819","ENSMUSG00000005202",1506,"Shbg","20415"
"820","ENSMUSG00000005204",3632,"Senp3","80886"
"821","ENSMUSG00000005220",5400,"Corin","53419"
"822","ENSMUSG00000005225",7005,"Plekha8","231999"
"823","ENSMUSG00000005232",1974,"G6pc2","14378"
"824","ENSMUSG00000005233",3188,"Spc25","66442"
"825","ENSMUSG00000005237",14968,"Dnah2","327954"
"826","ENSMUSG00000005251",3591,"Ripk4","72388"
"827","ENSMUSG00000005262",4336,"Ufd1","22230"
"828","ENSMUSG00000005267",7632,"Zfp287","170740"
"829","ENSMUSG00000005268",15339,"Prlr","19116"
"830","ENSMUSG00000005299",9650,"Letm1","56384"
"831","ENSMUSG00000005312",4406,"Ubqln1","56085"
"832","ENSMUSG00000005320",3542,"Fgfr4","14186"
"833","ENSMUSG00000005338",7248,"Cadm3","94332"
"834","ENSMUSG00000005339",998,"Fcer1a","14125"
"835","ENSMUSG00000005354",4208,"Txn2","56551"
"836","ENSMUSG00000005355",2394,"Casp14","12365"
"837","ENSMUSG00000005357",2152,"Slc1a6","20513"
"838","ENSMUSG00000005360",8537,"Slc1a3","20512"
"839","ENSMUSG00000005362",6982,"Crbn","58799"
"840","ENSMUSG00000005364",3575,"Il5ra","16192"
"841","ENSMUSG00000005370",4346,"Msh6","17688"
"842","ENSMUSG00000005371",4397,"Fbxo11","225055"
"843","ENSMUSG00000005373",5538,"Mlxipl","58805"
"844","ENSMUSG00000005374",7855,"Tbl2","27368"
"845","ENSMUSG00000005378",3386,"Bud23","66138"
"846","ENSMUSG00000005397",6943,"Nid1","18073"
"847","ENSMUSG00000005410",3993,"Mcm5","17218"
"848","ENSMUSG00000005413",1751,"Hmox1","15368"
"849","ENSMUSG00000005417",13327,"Mprip","26936"
"850","ENSMUSG00000005442",10294,"Cic","71722"
"851","ENSMUSG00000005447",2107,"Pafah1b3","18476"
"852","ENSMUSG00000005465",3495,"Il27ra","50931"
"853","ENSMUSG00000005469",2488,"Prkaca","18747"
"854","ENSMUSG00000005470",2338,"Asf1b","66929"
"855","ENSMUSG00000005474",1203,"Myl10","59310"
"856","ENSMUSG00000005481",5155,"Ddx39a","68278"
"857","ENSMUSG00000005483",3204,"Dnajb1","81489"
"858","ENSMUSG00000005493",6895,"Msh4","55993"
"859","ENSMUSG00000005501",11871,"Usp40","227334"
"860","ENSMUSG00000005503",2877,"Evx1","14028"
"861","ENSMUSG00000005505",3139,"Kbtbd4","67136"
"862","ENSMUSG00000005506",8446,"Celf1","13046"
"863","ENSMUSG00000005510",2178,"Ndufs3","68349"
"864","ENSMUSG00000005514",4021,"Por","18984"
"865","ENSMUSG00000005533",16791,"Igf1r","16001"
"866","ENSMUSG00000005534",13746,"Insr","16337"
"867","ENSMUSG00000005540",3092,"Fcer2a","14128"
"868","ENSMUSG00000005547",2073,"Cyp2a5","13087"
"869","ENSMUSG00000005553",3761,"Atp4a","11944"
"870","ENSMUSG00000005566",4158,"Trim28","21849"
"871","ENSMUSG00000005575",2357,"Ube2m","22192"
"872","ENSMUSG00000005580",5197,"Adcy9","11515"
"873","ENSMUSG00000005583",15715,"Mef2c","17260"
"874","ENSMUSG00000005609",8000,"Ctr9","22083"
"875","ENSMUSG00000005610",10166,"Eif4g2","13690"
"876","ENSMUSG00000005611",6827,"Irag1","17540"
"877","ENSMUSG00000005615",7412,"Pcyt1a","13026"
"878","ENSMUSG00000005621",7412,"Zfp592","233410"
"879","ENSMUSG00000005625",2808,"Psmd4","19185"
"880","ENSMUSG00000005628",1717,"Tmod4","50874"
"881","ENSMUSG00000005640",5714,"Insrr","23920"
"882","ENSMUSG00000005649",2526,"Cabp5","29865"
"883","ENSMUSG00000005656",2998,"Snx6","72183"
"884","ENSMUSG00000005667",3487,"Mthfd2","17768"
"885","ENSMUSG00000005672",8911,"Kit","16590"
"886","ENSMUSG00000005674",5135,"Tomm40l","641376"
"887","ENSMUSG00000005677",4414,"Nr1i3","12355"
"888","ENSMUSG00000005681",537,"Apoa2","11807"
"889","ENSMUSG00000005682",8472,"Pan2","103135"
"890","ENSMUSG00000005683",5779,"Cs","12974"
"891","ENSMUSG00000005686",5627,"Ampd3","11717"
"892","ENSMUSG00000005687",4390,"Bcas2","68183"
"893","ENSMUSG00000005696",5505,"Sh2d1a","20400"
"894","ENSMUSG00000005698",4860,"Ctcf","13018"
"895","ENSMUSG00000005699",1582,"Pard6a","56513"
"896","ENSMUSG00000005705",1013,"Agrp","11604"
"897","ENSMUSG00000005716",1041,"Pvalb","19293"
"898","ENSMUSG00000005718",2541,"Tfap4","83383"
"899","ENSMUSG00000005732",1666,"Ranbp1","19385"
"900","ENSMUSG00000005763",5329,"Cd247","12503"
"901","ENSMUSG00000005774",5497,"Rfx5","53970"
"902","ENSMUSG00000005779",1951,"Psmb4","19172"
"903","ENSMUSG00000005800",2425,"Mmp8","17394"
"904","ENSMUSG00000005802",5482,"Slc30a4","22785"
"905","ENSMUSG00000005803",4084,"Sqor","59010"
"906","ENSMUSG00000005804",3899,"Bloc1s6","18457"
"907","ENSMUSG00000005813",7000,"Metap1","75624"
"908","ENSMUSG00000005823",2862,"Gpr108","78308"
"909","ENSMUSG00000005824",1847,"Tnfsf14","50930"
"910","ENSMUSG00000005836",6508,"Gata6","14465"
"911","ENSMUSG00000005846",2258,"Rsl1d1","66409"
"912","ENSMUSG00000005864",3095,"Cnga2","12789"
"913","ENSMUSG00000005871",16116,"Apc","11789"
"914","ENSMUSG00000005873",3151,"Reep5","13476"
"915","ENSMUSG00000005881",2121,"Ergic3","66366"
