gene	mean	median	longest_isoform	merged
ENSG00000223906	467	467	467	467
ENSG00000162688	6346	7136	7446	8157
ENSG00000197106	3480	3480	6419	6636
ENSG00000259946	1810	1810	1810	1810
ENSG00000236137	1218	1218	1814	1946
ENSG00000203859	998	737	1783	2277
ENSG00000228086	592	592	592	592
ENSG00000213421	783	783	783	783
ENSG00000234020	1133	1133	1133	1133
ENSG00000060718	3461	2824	7327	9091
ENSG00000236804	753	753	753	753
ENSG00000231072	1003	1003	1003	1003
ENSG00000273406	476	476	476	476
ENSG00000185946	1569	768	3658	6867
ENSG00000162627	1127	1562	1736	2067
ENSG00000226715	1075	1138	1726	2862
ENSG00000162695	5575	7898	8204	8600
ENSG00000134184	826	861	1164	2512
ENSG00000265808	4578	4578	6927	9039
ENSG00000261290	154	154	154	154
ENSG00000225923	742	742	742	742
ENSG00000134247	2441	553	6314	6488
ENSG00000187481	1111	1111	1111	1111
ENSG00000116752	1083	1083	1275	1289
ENSG00000162664	5664	5694	9729	10988
ENSG00000236866	527	442	763	1091
ENSG00000134253	2246	2415	3536	4368
ENSG00000277655	451	451	451	451
ENSG00000223416	348	348	348	348
ENSG00000213226	960	960	960	960
ENSG00000179571	2119	2119	2119	2119
ENSG00000227850	180	180	180	180
ENSG00000243967	1319	1319	1606	1606
ENSG00000235777	782	782	788	974
ENSG00000260246	491	491	491	491
ENSG00000173218	3744	2163	8671	9045
ENSG00000285532	849	849	944	1014
ENSG00000226755	508	508	508	508
ENSG00000232650	805	805	1219	1528
ENSG00000183508	5654	5654	5654	5654
ENSG00000277095	1807	1807	1807	1807
ENSG00000236806	795	795	795	795
ENSG00000234283	420	420	420	420
ENSG00000237188	1693	1609	2981	4139
ENSG00000232780	703	703	782	915
ENSG00000274927	1232	1232	1232	1232
ENSG00000264145	675	675	675	675
ENSG00000238256	143	143	143	143
ENSG00000198765	1893	1677	3462	4278
ENSG00000224335	217	217	217	217
ENSG00000277702	213	213	213	213
ENSG00000143398	1408	600	3800	5405
ENSG00000196505	2510	1064	8819	10487
ENSG00000225871	1679	1679	1679	1679
ENSG00000223489	2629	2629	2629	2629
ENSG00000230546	141	141	141	141
ENSG00000213262	828	828	828	828
ENSG00000287015	719	719	719	719
ENSG00000241720	808	808	808	808
ENSG00000235526	508	508	508	508
ENSG00000228347	525	525	525	525
ENSG00000276975	3170	1306	14154	17641
ENSG00000236012	281	281	281	281
ENSG00000270911	1251	1251	1251	1251
ENSG00000272824	442	442	442	442
ENSG00000134200	528	528	528	528
ENSG00000234257	562	562	562	562
ENSG00000065183	3112	883	10004	10276
ENSG00000227082	3180	3678	4006	4737
ENSG00000228626	285	285	285	285
ENSG00000226126	1314	1314	1314	1314
ENSG00000163393	2141	1230	4705	5277
ENSG00000163156	960	862	1913	3264
ENSG00000143631	12793	12793	12793	12793
ENSG00000156150	1533	1533	1955	1976
ENSG00000228453	381	381	381	381
ENSG00000274642	853	853	853	853
ENSG00000177551	3531	2512	7226	7541
ENSG00000197323	2814	2083	8369	9604
ENSG00000237975	2213	2459	5842	14980
ENSG00000261168	1536	1536	1536	1536
ENSG00000287980	1348	1348	1348	1348
ENSG00000229283	476	476	476	476
ENSG00000271419	864	864	864	864
ENSG00000226172	653	653	653	653
ENSG00000079335	1853	1953	4231	6510
ENSG00000143119	970	836	1569	2152
ENSG00000237278	1563	1563	1563	1563
ENSG00000285062	140	140	140	140
ENSG00000233432	1548	1548	1548	1548
ENSG00000227700	517	517	517	517
ENSG00000229911	680	680	680	680
ENSG00000143520	9124	9124	9124	9124
ENSG00000171943	2026	542	7091	7335
ENSG00000270719	214	214	214	214
ENSG00000155761	1286	574	7203	9828
ENSG00000230806	1456	1456	2504	2649
ENSG00000116830	2021	803	9439	10158
ENSG00000234422	340	340	340	340
ENSG00000227056	783	783	783	783
ENSG00000143614	1334	715	7475	9244
ENSG00000227091	712	797	1155	1660
ENSG00000169418	2121	1706	4185	4952
ENSG00000214204	910	910	910	910
ENSG00000081026	3779	3753	6874	8414
ENSG00000225650	968	968	968	968
ENSG00000227179	983	983	1358	1358
ENSG00000224965	748	748	748	748
ENSG00000228127	1677	1732	1840	2428
ENSG00000226984	427	427	427	427
ENSG00000186150	1505	1505	1505	1505
ENSG00000143554	1520	703	4504	5470
ENSG00000143458	2377	1014	8807	9189
ENSG00000230932	579	579	579	579
ENSG00000073754	1353	1353	2204	2469
ENSG00000228826	494	494	544	544
ENSG00000233907	2755	2755	2755	2755
ENSG00000225036	828	828	828	828
ENSG00000228420	476	476	476	476
ENSG00000233839	410	410	410	410
ENSG00000250890	157	157	157	157
ENSG00000232240	243	243	243	243
ENSG00000280649	1057	1057	1058	1058
ENSG00000131781	1680	1784	2410	5984
ENSG00000223599	1309	1309	1309	1309
ENSG00000230921	311	311	311	311
ENSG00000286151	1095	1095	1095	1095
ENSG00000234388	301	301	301	301
ENSG00000235015	752	752	752	752
ENSG00000271736	1275	1449	1573	1647
ENSG00000235988	331	331	331	331
ENSG00000233717	171	171	171	171
ENSG00000231551	1281	1342	1555	3330
ENSG00000227295	1906	1906	1906	1906
ENSG00000163155	1732	1732	2462	2508
ENSG00000243613	235	235	235	235
ENSG00000241975	318	318	318	318
ENSG00000271143	203	203	203	203
ENSG00000270976	213	213	213	213
ENSG00000228217	420	420	420	420
ENSG00000270342	403	403	403	403
ENSG00000143552	4493	5424	5889	5889
ENSG00000175984	3747	3860	6177	7413
ENSG00000231100	666	666	666	666
ENSG00000116824	1021	1021	1565	1635
ENSG00000235887	408	408	408	408
ENSG00000237460	1326	1354	1487	2185
ENSG00000236327	271	271	271	271
ENSG00000223804	491	536	715	1107
ENSG00000236887	434	434	434	434
ENSG00000024526	2947	2658	5299	5904
ENSG00000236480	1523	1523	1523	1523
ENSG00000235756	1135	1135	1135	1135
ENSG00000173810	489	489	489	489
ENSG00000235005	450	450	450	450
ENSG00000271890	1029	1029	1029	1029
ENSG00000238107	1918	1918	1918	1918
ENSG00000227425	264	264	264	264
ENSG00000233222	316	316	316	316
ENSG00000225279	1435	1435	1447	1687
ENSG00000229101	345	345	345	345
ENSG00000224927	357	357	357	357
ENSG00000239216	410	410	410	410
ENSG00000283360	863	863	863	863
ENSG00000117262	1265	919	2699	5561
ENSG00000227907	452	452	452	452
ENSG00000143624	2975	3047	5741	10467
ENSG00000227970	1377	1377	1377	1377
ENSG00000261055	1889	1889	1889	1889
ENSG00000231613	509	509	509	509
ENSG00000137947	811	770	1599	2524
ENSG00000236689	677	677	677	677
ENSG00000233589	960	960	960	960
ENSG00000117586	2480	3429	3492	3963
ENSG00000230946	979	979	979	979
ENSG00000226028	534	534	534	534
ENSG00000162728	4202	4202	4202	4202
ENSG00000229021	4109	4109	4109	4109
ENSG00000203825	2594	2594	2594	2594
ENSG00000184371	1359	1009	3994	5238
ENSG00000233449	673	673	673	673
ENSG00000242943	582	582	582	582
ENSG00000233203	443	427	515	765
ENSG00000232499	1029	1029	1029	1029
ENSG00000232265	1020	977	2053	6391
ENSG00000163154	1158	1158	1158	1158
ENSG00000232995	740	616	1441	3626
ENSG00000236957	909	894	1041	2140
ENSG00000238087	1600	1600	1600	1600
ENSG00000227777	618	618	618	618
ENSG00000177173	1157	1157	1157	1157
ENSG00000277406	964	964	1466	1466
ENSG00000238022	619	646	674	785
ENSG00000231671	501	474	771	1238
ENSG00000162729	1752	2191	2366	2592
ENSG00000143158	1681	2177	2223	2638
ENSG00000271092	1085	1085	1491	1961
ENSG00000238118	510	510	510	510
ENSG00000276118	96	96	96	96
ENSG00000232148	1370	1370	1370	1370
ENSG00000278811	3230	3230	3372	5564
ENSG00000000460	2431	2661	4355	5970
ENSG00000188859	2610	2300	4410	5719
ENSG00000275075	99	99	99	99
ENSG00000135862	1926	741	7929	8446
ENSG00000232952	1779	1779	1779	1779
ENSG00000158473	2807	3457	3784	4359
ENSG00000227722	1113	1113	1678	1678
ENSG00000285922	1784	1784	1784	1784
ENSG00000275801	523	523	523	523
ENSG00000143198	1054	756	3101	8052
ENSG00000143318	1114	869	1878	2157
ENSG00000232188	575	575	575	575
ENSG00000232212	451	451	451	451
ENSG00000143621	1193	1008	1906	2261
ENSG00000241042	171	171	171	171
ENSG00000143155	1862	1862	2998	3186
ENSG00000260322	1976	1976	1976	1976
ENSG00000223495	318	318	318	318
ENSG00000143156	1122	769	4298	5718
ENSG00000198771	2149	1329	5443	8165
ENSG00000225462	1071	1071	1071	1071
ENSG00000237756	469	469	469	469
ENSG00000116147	6168	5190	12774	12806
ENSG00000213064	3317	869	11040	11217
ENSG00000203307	594	594	594	594
ENSG00000143179	2097	830	4838	6984
ENSG00000271187	219	219	219	219
ENSG00000274562	555	555	555	555
ENSG00000143315	7038	7038	7038	7038
ENSG00000116199	3297	3297	5991	6046
ENSG00000231175	2216	2216	2216	2216
ENSG00000143185	562	562	562	562
ENSG00000235145	821	821	821	821
ENSG00000116260	3440	1797	9276	9276
ENSG00000272931	695	695	695	695
ENSG00000143190	6269	1896	14332	16031
ENSG00000225475	141	141	141	141
ENSG00000230898	484	484	484	484
ENSG00000232223	918	918	918	918
ENSG00000224698	2481	2481	2481	2481
ENSG00000287697	1271	1271	1271	1271
ENSG00000075945	2350	2836	4111	4978
ENSG00000235303	1923	1923	1923	1923
ENSG00000234810	1137	913	4063	8481
ENSG00000232750	344	344	344	344
ENSG00000224468	479	479	479	479
ENSG00000235628	630	630	630	630
ENSG00000232551	1559	1559	1559	1559
ENSG00000092607	3404	3492	4042	4344
ENSG00000238270	414	414	414	414
ENSG00000285894	1406	1406	1406	1406
ENSG00000236025	209	209	209	209
ENSG00000230687	775	775	775	775
ENSG00000230704	677	677	677	677
ENSG00000283255	389	389	389	389
ENSG00000227741	1578	1578	1578	1578
ENSG00000237049	354	354	354	354
ENSG00000286754	667	667	667	667
ENSG00000232751	316	316	316	316
ENSG00000236364	1735	1735	2796	2952
ENSG00000117091	1463	1500	1793	3254
ENSG00000235378	130	130	130	130
ENSG00000143171	1402	1378	2252	2691
ENSG00000275767	1861	1861	1861	1861
ENSG00000224718	1809	1809	1809	1809
ENSG00000047410	2272	882	9636	12350
ENSG00000231992	420	420	420	420
ENSG00000018625	2312	1877	5435	6298
ENSG00000171806	1246	1426	1462	1575
ENSG00000287919	2726	2726	2726	2726
ENSG00000229914	499	499	499	499
ENSG00000233882	299	299	299	299
ENSG00000198358	2136	2136	2136	2136
ENSG00000229407	472	472	544	601
ENSG00000134216	1636	1337	4250	4643
ENSG00000230748	625	625	625	625
ENSG00000254154	5700	5890	6212	7841
ENSG00000162694	1650	902	3146	4015
ENSG00000238108	433	433	433	433
ENSG00000214262	1598	1598	1779	1779
ENSG00000183853	6285	7159	7519	7872
ENSG00000215835	1969	1969	1969	1969
ENSG00000118197	1193	807	2900	4410
ENSG00000135842	2405	904	6884	8330
ENSG00000229258	556	545	706	1580
ENSG00000287472	1230	1230	1230	1230
ENSG00000241318	928	928	928	928
ENSG00000228238	1021	1021	1021	1021
ENSG00000232393	886	886	886	886
ENSG00000121454	2389	721	5844	6085
ENSG00000184155	930	930	930	930
ENSG00000058085	2693	2544	5398	6770
ENSG00000260088	736	736	736	736
ENSG00000287978	668	668	668	668
ENSG00000116815	915	892	1328	1784
ENSG00000232917	291	291	291	291
ENSG00000233057	1376	1376	1376	1376
ENSG00000237131	248	248	248	248
ENSG00000233946	161	161	161	161
ENSG00000143167	1585	1612	2549	2946
ENSG00000143184	1227	1227	1227	1227
ENSG00000231966	353	353	353	353
ENSG00000176320	1999	1999	1999	1999
ENSG00000260976	1423	1423	1423	1423
ENSG00000235215	317	317	317	317
ENSG00000223450	371	371	371	371
ENSG00000224691	353	353	353	353
ENSG00000286572	2560	2560	2560	2560
ENSG00000235101	832	832	832	832
ENSG00000228215	1791	1791	2051	2312
ENSG00000177807	2507	2257	5205	6252
ENSG00000233626	386	386	386	386
ENSG00000233691	590	590	590	590
ENSG00000283518	2074	2074	2074	2074
ENSG00000271527	535	535	535	535
ENSG00000143228	1009	873	1964	3362
ENSG00000235827	1276	1276	1276	1276
ENSG00000231615	1337	1337	1337	1337
ENSG00000231714	440	440	440	440
ENSG00000174514	1512	1136	4058	5790
ENSG00000143178	2424	2477	2985	3810
ENSG00000224837	522	522	522	522
ENSG00000116833	2763	2454	4969	7543
ENSG00000227740	1201	1201	1201	1201
ENSG00000260990	847	847	847	847
ENSG00000000457	3185	2916	6308	6883
ENSG00000143507	1506	1317	2589	2827
ENSG00000285638	2438	2438	2438	2438
ENSG00000226520	587	587	587	587
ENSG00000284592	262	262	262	262
ENSG00000230987	3528	3528	3528	3528
ENSG00000232527	370	346	588	878
ENSG00000215833	1540	1540	1540	1540
ENSG00000228167	442	442	442	442
ENSG00000225325	810	810	810	810
ENSG00000223344	599	599	615	780
ENSG00000228191	151	151	151	151
ENSG00000229961	2506	934	5777	5817
ENSG00000150732	228	228	228	228
ENSG00000157064	3271	3507	5448	6943
ENSG00000288139	195	195	195	195
ENSG00000226015	1657	1657	1657	1657
ENSG00000215808	2032	1536	5583	5965
ENSG00000059588	1459	535	5206	7819
ENSG00000231512	473	475	743	1474
ENSG00000237379	527	527	527	527
ENSG00000232959	341	341	341	341
ENSG00000122224	1761	1364	5083	9118
ENSG00000162782	3176	3578	3745	4090
ENSG00000238051	448	448	448	448
ENSG00000233196	677	677	677	677
ENSG00000229220	749	749	749	749
ENSG00000143653	2141	2141	2141	2141
ENSG00000135837	2759	992	13414	14261
ENSG00000158711	3211	2118	10288	12191
ENSG00000227747	790	790	790	790
ENSG00000228081	362	362	362	362
ENSG00000228020	937	937	937	937
ENSG00000234975	412	412	412	412
ENSG00000162851	1784	1784	1784	1784
ENSG00000271427	575	575	575	575
ENSG00000261817	506	506	506	506
ENSG00000143353	1499	1709	2169	2941
ENSG00000197965	1515	961	4978	7069
ENSG00000143493	2071	820	4447	5326
ENSG00000230777	171	171	171	171
ENSG00000179397	1739	1530	3436	4431
ENSG00000224540	1224	1224	1224	1224
ENSG00000117592	1119	859	1690	2311
ENSG00000186197	2067	2803	3116	3996
ENSG00000229067	151	151	151	151
ENSG00000230231	768	768	768	768
ENSG00000227711	772	772	772	772
ENSG00000261182	2277	2277	2277	2277
ENSG00000228879	322	322	322	322
ENSG00000227925	587	587	705	819
ENSG00000162670	1036	557	3128	4273
ENSG00000225712	426	426	426	426
ENSG00000162761	2373	2346	3545	4185
ENSG00000143199	3723	4966	5342	6141
ENSG00000179930	2400	2400	3649	3649
ENSG00000007908	2435	3389	3875	4586
ENSG00000092978	2115	715	5859	8841
ENSG00000143499	2178	1681	4732	4889
ENSG00000188404	1172	701	2442	2731
ENSG00000227735	297	297	297	297
ENSG00000243062	514	544	570	655
ENSG00000143196	1719	1719	1719	1719
ENSG00000228504	382	382	382	382
ENSG00000274702	274	274	274	274
ENSG00000226211	357	357	357	357
ENSG00000236942	353	353	353	353
ENSG00000287205	951	951	951	951
ENSG00000203697	1036	710	2596	5174
ENSG00000116574	3965	3965	3965	3965
ENSG00000287929	932	932	932	932
ENSG00000186283	983	730	2031	3224
ENSG00000224896	941	941	941	941
ENSG00000226292	813	813	813	813
ENSG00000121481	1663	1308	3407	3906
ENSG00000227940	581	559	654	849
ENSG00000117139	3562	3429	9485	24899
ENSG00000143248	1429	580	5812	6624
ENSG00000278455	1838	1838	1838	1838
ENSG00000224810	2463	2463	2463	2463
ENSG00000162814	1732	847	5798	6515
ENSG00000225172	1000	1007	1152	1882
ENSG00000261642	3125	3125	3125	3125
ENSG00000228239	399	399	399	399
ENSG00000237283	2157	2157	2157	2157
ENSG00000116132	1506	557	4061	8248
ENSG00000238042	662	662	720	998
ENSG00000271475	554	554	554	554
ENSG00000231877	2900	2900	2900	2900
ENSG00000116679	2048	1816	4113	7873
ENSG00000228536	1228	1135	1874	2837
ENSG00000230550	1254	1209	1532	1536
ENSG00000229242	800	800	800	800
ENSG00000253326	1243	1243	1243	1243
ENSG00000228470	518	518	518	518
ENSG00000152092	3975	3685	7138	9201
ENSG00000234984	1493	1493	1493	1493
ENSG00000231648	927	970	1444	2664
ENSG00000229983	510	510	510	510
ENSG00000215149	1287	1287	1287	1287
ENSG00000225122	664	664	664	664
ENSG00000225920	654	654	654	654
ENSG00000143476	2399	2238	4471	4923
ENSG00000121486	1605	720	4361	4914
ENSG00000228437	801	801	1148	1366
ENSG00000214837	2098	2098	3841	3841
ENSG00000057252	5341	6817	6861	7005
ENSG00000225982	1145	1145	1145	1145
ENSG00000285718	1093	1093	1606	1782
ENSG00000234070	420	420	420	420
ENSG00000233620	396	390	461	774
ENSG00000237783	864	864	864	864
ENSG00000272906	989	989	989	989
ENSG00000233018	226	226	226	226
ENSG00000123685	1266	836	2357	2569
ENSG00000224783	1819	1819	1819	1819
ENSG00000162852	2740	2594	5127	5933
ENSG00000232792	469	469	469	469
ENSG00000273004	752	752	752	752
ENSG00000143842	1690	756	4076	7420
ENSG00000268062	203	203	203	203
ENSG00000237409	428	428	428	428
ENSG00000116962	5602	5602	5792	5811
ENSG00000288078	681	681	681	681
ENSG00000271399	547	547	547	547
ENSG00000229757	787	787	787	787
ENSG00000232679	835	873	1070	1896
ENSG00000159388	2002	2002	2729	2757
ENSG00000220749	483	483	483	483
ENSG00000181450	3803	929	8543	8915
ENSG00000223519	1627	1264	3064	3525
ENSG00000120333	1188	910	2115	2594
ENSG00000286285	3823	3823	3949	4050
ENSG00000225300	1960	1960	1960	1960
ENSG00000223842	1126	1126	1126	1126
ENSG00000162753	2032	1430	4410	5123
ENSG00000228247	231	231	231	231
ENSG00000231424	2074	1990	4598	7896
ENSG00000143355	2693	1337	7865	10442
ENSG00000287177	4401	4401	4401	4401
ENSG00000237193	202	202	202	202
ENSG00000223490	400	400	400	400
ENSG00000121644	1622	992	4017	4936
ENSG00000174502	3241	4286	4791	5628
ENSG00000224286	1096	1096	1804	1804
ENSG00000158715	2919	2919	3391	3752
ENSG00000143195	3040	2242	13360	13946
ENSG00000162849	7289	7187	13593	14404
ENSG00000232824	408	408	408	408
ENSG00000273416	430	430	430	430
ENSG00000234142	1342	1342	1651	2028
ENSG00000282111	659	659	659	659
ENSG00000233410	1785	1785	1785	1785
ENSG00000067533	4128	4128	7765	7877
ENSG00000228955	222	222	222	222
ENSG00000270443	195	195	195	195
ENSG00000116209	1717	1074	6457	9149
ENSG00000224702	692	692	692	692
ENSG00000271811	2045	2045	2045	2045
ENSG00000224278	540	540	540	540
ENSG00000235492	662	662	662	662
ENSG00000287808	1000	1000	1000	1000
ENSG00000271588	316	316	316	316
ENSG00000229840	421	421	421	421
ENSG00000116161	1163	804	2869	4611
ENSG00000226486	1047	1047	1311	1393
ENSG00000227687	230	230	230	230
ENSG00000231814	1034	1034	1584	1584
ENSG00000286210	1099	1099	1099	1099
ENSG00000287364	5087	5762	5864	7089
ENSG00000225063	686	686	686	686
ENSG00000260698	2968	2968	2968	2968
ENSG00000277007	2614	2614	2614	2614
ENSG00000229016	711	711	711	711
ENSG00000077157	2760	1279	15431	21069
ENSG00000152104	4736	3842	13360	18752
ENSG00000236975	1443	993	3190	3937
ENSG00000215834	1449	1449	1535	2270
ENSG00000286541	1531	1531	1531	1531
ENSG00000117650	1355	1318	2134	3095
ENSG00000235021	522	522	522	522
ENSG00000203724	445	394	600	628
ENSG00000225006	746	746	746	746
ENSG00000287633	1765	1801	1915	3387
ENSG00000158764	878	884	1161	1646
ENSG00000223375	216	216	216	216
ENSG00000230714	215	215	215	215
ENSG00000261065	444	444	444	444
ENSG00000260855	3472	3472	3472	3472
ENSG00000188783	5769	5769	5769	5769
ENSG00000236206	872	924	1150	2009
ENSG00000168118	1491	708	2987	3310
ENSG00000181101	1023	1023	1023	1023
ENSG00000173726	1341	377	3283	3438
ENSG00000282852	177	177	177	177
ENSG00000152382	2317	2317	2539	2900
ENSG00000143839	1475	1475	1488	1749
ENSG00000232100	1728	1728	1728	1728
ENSG00000261024	505	504	635	1205
ENSG00000230547	637	637	637	637
ENSG00000229703	570	660	732	923
ENSG00000176754	1107	1072	1891	1987
ENSG00000232309	823	823	1019	1019
ENSG00000227953	1820	1829	2773	4770
ENSG00000232215	940	940	940	940
ENSG00000135829	1409	831	4493	5898
ENSG00000228289	353	353	353	353
ENSG00000134717	1382	843	4533	5948
ENSG00000232989	102	102	102	102
ENSG00000233537	786	786	786	786
ENSG00000116668	2490	3001	3838	4068
ENSG00000143756	1906	1334	5427	6020
ENSG00000278180	776	776	776	776
ENSG00000143702	1829	642	7059	10939
ENSG00000232341	1282	1282	1282	1282
ENSG00000287676	715	715	715	715
ENSG00000236792	443	443	443	443
ENSG00000143207	1548	2022	2826	4177
ENSG00000270859	437	437	437	437
ENSG00000238224	271	271	271	271
ENSG00000286775	702	702	702	702
ENSG00000122176	1679	1703	2943	3034
ENSG00000229120	331	331	331	331
ENSG00000237492	913	913	913	913
ENSG00000230404	390	390	390	390
ENSG00000213036	575	575	575	575
ENSG00000227230	694	694	694	694
ENSG00000236230	1070	1070	1465	1691
ENSG00000026751	2245	2449	3542	4833
ENSG00000150681	995	674	2145	2801
ENSG00000116906	1548	1381	2685	3261
ENSG00000092969	3208	3280	5868	6050
ENSG00000157181	2071	1900	3820	4073
ENSG00000250762	266	266	266	266
ENSG00000236720	1441	1483	1666	1904
ENSG00000227421	1094	1094	1094	1094
ENSG00000227240	753	832	840	1595
ENSG00000076258	984	719	2303	2542
ENSG00000286073	1121	1121	1121	1121
ENSG00000231084	376	376	376	376
ENSG00000232085	325	325	373	488
ENSG00000117697	2907	790	13115	13867
ENSG00000279333	3618	3618	3618	3618
ENSG00000235083	407	407	407	407
ENSG00000162669	1711	1699	4899	5814
ENSG00000197067	1038	1038	1114	1114
ENSG00000229652	287	287	287	287
ENSG00000132681	2514	2931	3916	6271
ENSG00000225904	703	703	703	703
ENSG00000270920	209	209	209	209
ENSG00000281664	1906	1906	1906	1906
ENSG00000143641	2500	2766	4423	7712
ENSG00000227630	1690	1013	3793	5083
ENSG00000228830	693	693	693	693
ENSG00000010932	1644	2077	3130	3602
ENSG00000282849	638	638	638	638
ENSG00000276520	440	440	440	440
ENSG00000226640	401	401	401	401
ENSG00000010072	1751	1231	3559	5906
ENSG00000135766	1717	1090	4335	5381
ENSG00000232626	817	817	1171	1562
